PopulationId,OneIns,MoreIns,NoIns
5865,3949,1110,582
5866,2120,310,1087
5867,2430,693,294
5868,2058,620,210
5869,3700,412,377
5870,2664,648,767
5871,3397,1245,343
5872,3447,700,285
5873,3648,538,645
5874,5865,769,993
5875,3540,466,440
5876,4359,626,695
5877,1128,428,8
5878,2869,586,366
5879,5556,503,414
5880,5312,1029,368
5881,3309,503,224
5882,2537,795,254
5883,2708,400,273
5884,3206,584,119
5885,3226,283,131
5886,2614,604,410
5887,3271,545,913
5888,2637,445,260
5889,2356,619,388
5890,4249,1195,465
5891,2421,698,175
5892,4824,1547,392
5893,3472,957,151
5894,4500,916,883
5895,3402,877,336
5896,3996,749,610
5897,22,0,0
5898,0,0,0
5899,2481,530,541
5900,4240,992,1072
5901,2779,911,859
5902,4640,1089,2150
5903,4583,397,1801
5904,3462,1118,1354
5905,2504,529,906
5906,3105,767,1086
5907,3772,694,1864
5908,11319,1604,3072
5909,1926,221,476
5910,4357,720,2000
5911,2034,542,659
5912,3461,998,1403
5913,4342,969,1599
5914,2860,669,780
5915,5161,1118,1617
5916,1724,454,1036
5917,3141,362,1474
5918,4523,1309,604
5919,2637,848,962
5920,1651,202,425
5921,4057,653,1184
5922,1061,281,189
5923,3512,612,1517
5924,2058,555,98
5925,1762,731,165
5926,1182,610,184
5927,2058,732,158
5928,2881,895,246
5929,86,18,0
5930,3471,431,2002
5931,1903,325,1085
5932,3498,898,1793
5933,2044,392,1373
5934,4245,418,2622
5935,3282,925,1322
5936,1944,830,891
5937,2060,407,911
5938,1556,282,707
5939,2282,302,1159
5940,1964,371,1082
5941,1076,371,313
5942,1718,760,885
5943,2423,577,369
5944,2298,462,838
5945,3718,657,820
5946,1625,408,950
5947,2491,379,1150
5948,3086,504,932
5949,2992,750,1282
5950,2596,628,621
5951,2385,450,419
5952,4284,844,905
5953,4191,713,1453
5954,1593,368,556
5955,3576,643,1489
5956,4485,788,1722
5957,2534,578,1273
5958,1437,261,584
5959,4282,1113,1908
5960,3940,770,808
5961,3217,734,780
5962,3804,831,912
5963,3107,573,673
5964,2679,468,1124
5965,2564,315,1054
5966,5452,1027,976
5967,20383,2814,3560
5968,8163,934,740
5969,2157,288,547
5970,8625,1493,903
5971,11886,2476,1873
5972,2960,874,523
5973,3551,1009,808
5974,5318,1569,444
5975,3872,934,518
5976,3720,805,496
5977,5075,1451,1283
5978,1116,335,106
5979,2654,691,432
5980,1701,335,105
5981,4779,679,954
5982,6535,1098,465
5983,2692,728,545
5984,3582,528,779
5985,3709,1090,709
5986,2662,565,463
5987,3570,678,464
5988,2824,849,759
5989,3387,1039,708
5990,4670,707,681
5991,5119,1011,247
5992,4435,1505,641
5993,1573,353,242
5994,4000,368,1389
5995,3526,671,695
5996,2239,275,406
5997,3062,834,494
5998,2876,497,463
5999,3380,438,1067
6000,2710,401,1027
6001,2568,545,846
6002,2814,501,791
6003,3782,403,938
6004,3259,563,887
6005,2872,486,654
6006,2168,757,727
6007,4062,632,1182
6008,2308,437,843
6009,2255,434,587
6010,2471,542,631
6011,3371,736,848
6012,3096,817,682
6013,6291,982,983
6014,2984,829,651
6015,2764,734,405
6016,3087,595,685
6017,1556,193,385
6018,3054,703,700
6019,2417,516,353
6020,4420,857,1179
6021,3887,655,540
6022,3006,681,158
6023,2168,316,702
6024,2342,1005,363
6025,1846,552,200
6026,5751,1123,1271
6027,4562,794,764
6028,1805,376,412
6029,3654,936,778
6030,2092,215,387
6031,4835,774,706
6032,1932,474,195
6033,4435,559,1359
6034,4099,943,2036
6035,3576,417,704
6036,2695,328,783
6037,2721,612,1000
6038,2459,229,981
6039,3523,437,1125
6040,1774,262,396
6041,4451,953,900
6042,4008,1114,432
6043,1809,305,885
6044,3563,480,1074
6045,3502,491,1215
6046,3718,891,464
6047,4559,1149,1901
6048,5446,760,1182
6049,2073,376,384
6050,4028,955,1372
6051,5371,1228,558
6052,2932,590,378
6053,3927,1421,425
6054,2206,350,130
6055,4074,724,346
6056,3092,488,528
6057,4810,659,459
6058,1456,248,290
6059,3619,354,213
6060,1785,273,219
6061,3027,424,692
6062,2191,643,392
6063,7356,1135,1324
6064,4489,1033,1087
6065,4843,1993,802
6066,5285,913,1255
6067,2901,534,781
6068,4788,1499,746
6069,3378,912,524
6070,2300,381,285
6071,3040,614,201
6072,5039,855,638
6073,1748,451,579
6074,2094,433,107
6075,3217,570,370
6076,2336,320,224
6077,1003,1248,53
6078,5941,1604,458
6079,2891,537,772
6080,3701,2059,337
6081,2849,539,239
6082,2325,323,122
6083,4395,917,225
6084,6893,1478,292
6085,15840,2387,411
6086,3593,386,236
6087,11253,832,1291
6088,3769,637,434
6089,3969,606,460
6090,2359,313,189
6091,2750,523,269
6092,4447,726,432
6093,6248,614,434
6094,3501,772,326
6095,5311,808,274
6096,7096,358,474
6097,5143,606,178
6098,4972,399,273
6099,2303,332,98
6100,3128,510,125
6101,3282,459,149
6102,5652,583,842
6103,2245,491,332
6104,2167,505,234
6105,3360,1016,421
6106,3936,515,389
6107,2757,414,93
6108,4514,1059,127
6109,4317,559,341
6110,3477,268,185
6111,2878,447,607
6112,3713,709,326
6113,2292,373,96
6114,3562,688,515
6115,6314,277,285
6116,9443,1021,769
6117,2934,820,488
6118,2287,332,306
6119,4104,949,1167
6120,1944,565,221
6121,2208,482,24
6122,4990,461,371
6123,3725,1144,389
6124,5245,844,753
6125,2584,267,295
6126,2207,341,878
6127,3507,1528,316
6128,1853,325,178
6129,5017,883,783
6130,3809,564,805
6131,2186,223,510
6132,4767,722,895
6133,4643,1112,177
6134,1634,394,248
6135,3566,1040,248
6136,6413,669,316
6137,3182,932,237
6138,3771,1065,1619
6139,2045,488,572
6140,4367,807,987
6141,5260,490,2110
6142,1511,293,445
6143,2128,366,652
6144,4876,1186,1209
6145,6993,1011,1202
6146,3061,467,1491
6147,1969,451,773
6148,2658,392,1186
6149,1543,1219,600
6150,6565,951,635
6151,6094,1137,752
6152,3445,926,312
6153,2448,442,881
6154,3311,764,605
6155,2151,388,577
6156,4022,453,1226
6157,3566,568,861
6158,3108,1092,1857
6159,2104,580,526
6160,4047,714,1251
6161,5333,815,1522
6162,5155,1458,686
6163,2472,456,463
6164,2620,321,307
6165,3810,1406,1109
6166,15097,2768,101
6167,2622,850,452
6168,5230,2298,993
6169,3170,906,408
6170,2826,627,1094
6171,4100,660,1485
6172,4136,771,1415
6173,4077,837,1031
6174,4247,1604,1227
6175,783,256,313
6176,4821,820,1264
6177,4222,874,588
6178,4279,1257,1005
6179,5905,979,2096
6180,1208,306,356
6181,1929,370,309
6182,4153,607,1629
6183,3224,301,1960
6184,5205,1025,1965
6185,2481,435,402
6186,5211,877,708
6187,5130,1192,639
6188,4983,802,1739
6189,4094,397,1479
6190,2274,132,911
6191,2712,308,676
6192,3598,527,976
6193,2064,81,1258
6194,3072,236,2374
6195,3262,261,1419
6196,4088,729,1033
6197,3876,455,855
6198,3337,933,1132
6199,3685,422,905
6200,3286,438,648
6201,3844,660,215
6202,2429,688,1072
6203,9444,1321,1109
6204,2642,1650,64
6205,2845,597,630
6206,2397,451,1061
6207,3239,409,705
6208,4823,1036,649
6209,3211,625,381
6210,10596,1849,1297
6211,5181,1153,918
6212,3077,629,312
6213,8133,940,350
6214,2227,284,879
6215,5075,432,3149
6216,4358,1369,1403
6217,5788,615,1093
6218,4388,370,1656
6219,5874,860,901
6220,3052,437,748
6221,2782,667,752
6222,3801,449,600
6223,3228,718,288
6224,11934,1710,680
6225,2248,145,1325
6226,2697,662,1517
6227,8205,1341,1418
6228,3190,499,423
6229,2982,281,627
6230,3011,501,684
6231,3701,289,1862
6232,3524,392,1683
6233,3306,282,2431
6234,3292,400,1763
6235,2888,265,1748
6236,1478,228,954
6237,2981,645,1555
6238,3744,490,1305
6239,5220,513,1435
6240,1825,230,1920
6241,2769,273,2087
6242,4264,1022,543
6243,3832,1119,1371
6244,6838,1128,1060
6245,5771,880,1161
6246,3260,765,1316
6247,2994,215,966
6248,1748,497,224
6249,3136,423,606
6250,3240,690,851
6251,2517,487,183
6252,2490,563,1649
6253,2988,367,2167
6254,3484,551,2227
6255,3170,740,660
6256,5074,961,331
6257,2459,479,1095
6258,2730,413,373
6259,6818,709,580
6260,1216,300,97
6261,3634,824,559
6262,2302,759,503
6263,4364,754,766
6264,1648,369,342
6265,5092,486,2544
6266,4060,669,377
6267,4205,1050,289
6268,1415,256,241
6269,1176,574,637
6270,1597,477,419
6271,1883,914,530
6272,4436,1090,1310
6273,1843,401,609
6274,3956,1058,393
6275,5517,1200,735
6276,1748,707,220
6277,3397,637,780
6278,6946,1142,590
6279,1930,335,278
6280,4244,892,658
6281,8222,767,176
6282,1861,535,47
6283,1590,740,154
6284,1215,143,474
6285,2820,399,1054
6286,7299,837,663
6287,0,0,0
6288,2708,719,400
6289,3356,640,224
6290,3324,731,291
6291,4385,467,413
6292,1884,570,152
6293,2475,631,545
6294,3406,1207,698
6295,3551,690,538
6296,3832,747,161
6297,4352,531,420
6298,3524,668,762
6299,2296,539,243
6300,2119,754,185
6301,965,253,329
6302,1052,331,357
6303,1852,421,270
6304,2036,319,270
6305,2168,506,889
6306,2739,464,673
6307,3030,682,864
6308,2047,391,641
6309,977,583,230
6310,1603,392,523
6311,2560,770,1283
6312,2675,462,256
6313,2191,1033,311
6314,1883,1408,688
6315,2055,339,105
6316,2673,260,168
6317,3177,460,121
6318,4070,724,114
6319,2286,185,93
6320,2914,366,132
6321,3781,637,130
6322,3287,289,215
6323,2054,562,76
6324,3905,739,51
6325,3521,646,285
6326,3165,710,44
6327,2117,364,111
6328,1513,477,81
6329,3043,539,188
6330,1649,202,64
6331,4924,727,268
6332,2492,1064,312
6333,2565,368,82
6334,6496,933,755
6335,2842,480,351
6336,2321,277,239
6337,2514,943,545
6338,1705,591,256
6339,3006,1677,396
6340,2126,270,208
6341,3729,349,670
6342,3098,290,556
6343,4077,737,852
6344,3979,528,1030
6345,4226,420,299
6346,2779,306,244
6347,2308,304,343
6348,2483,378,128
6349,3282,488,87
6350,2969,380,200
6351,3459,251,148
6352,4886,1671,663
6353,987,221,446
6354,1404,1585,77
6355,2960,788,503
6356,2314,248,509
6357,2100,231,364
6358,3328,1040,889
6359,4458,654,850
6360,2428,429,185
6361,2598,313,179
6362,3128,558,442
6363,2146,326,143
6364,3806,653,148
6365,4628,373,426
6366,3679,720,1783
6367,3131,679,913
6368,3819,417,303
6369,3347,460,186
6370,2463,263,106
6371,2281,250,95
6372,2851,443,165
6373,4122,388,619
6374,3112,667,556
6375,3097,852,130
6376,3499,601,138
6377,1643,117,106
6378,1952,127,170
6379,2764,424,126
6380,3853,427,694
6381,1284,232,339
6382,3406,414,1079
6383,3448,404,1172
6384,1867,244,349
6385,2417,419,261
6386,3394,825,602
6387,3239,575,550
6388,3898,547,425
6389,2350,402,182
6390,2952,744,623
6391,2393,452,522
6392,2709,340,650
6393,2657,508,224
6394,4887,553,517
6395,3575,521,537
6396,2533,395,423
6397,2553,431,302
6398,3409,777,937
6399,6929,858,900
6400,4172,825,581
6401,3835,881,400
6402,2911,780,1136
6403,1417,343,234
6404,2965,662,362
6405,4030,635,783
6406,2510,469,294
6407,3412,528,1157
6408,2969,576,1113
6409,5101,1218,728
6410,5451,1208,1197
6411,3206,676,780
6412,4194,738,363
6413,3942,769,591
6414,2754,532,516
6415,3052,760,333
6416,2700,555,543
6417,1734,245,480
6418,3796,502,430
6419,4245,768,213
6420,3165,617,402
6421,3483,459,354
6422,4526,797,266
6423,2982,661,293
6424,4621,699,91
6425,1721,487,150
6426,1813,403,137
6427,5493,1133,279
6428,4510,933,166
6429,5558,926,130
6430,2595,644,505
6431,4953,904,745
6432,5028,978,1115
6433,2187,499,296
6434,3191,764,387
6435,4538,889,873
6436,4377,1197,987
6437,3604,687,475
6438,3486,543,501
6439,5682,858,590
6440,2930,758,276
6441,2937,718,331
6442,4308,968,288
6443,2962,780,253
6444,7207,1190,320
6445,3560,834,263
6446,3007,296,399
6447,2928,590,404
6448,2540,698,474
6449,6090,1381,559
6450,4156,706,546
6451,3308,549,694
6452,5843,1303,739
6453,5105,836,387
6454,3553,532,191
6455,3852,736,455
6456,3284,369,458
6457,2900,449,128
6458,3706,706,958
6459,1855,442,60
6460,3913,562,578
6461,5243,917,726
6462,4541,783,262
6463,2973,569,474
6464,3446,518,257
6465,2902,810,277
6466,2957,745,250
6467,5079,1107,330
6468,2548,584,537
6469,3064,207,180
6470,1240,325,289
6471,2496,288,400
6472,8216,961,627
6473,3634,482,358
6474,2680,1190,618
6475,2717,533,769
6476,4433,700,492
6477,10199,1409,706
6478,93,13,8
6479,45,0,0
6480,0,0,0
6481,591,208,51
6482,289,46,66
6483,176,57,13
6484,0,0,0
6485,1840,617,1113
6486,1125,279,510
6487,2011,532,674
6488,2625,585,543
6489,1402,383,910
6490,1411,159,548
6491,3335,275,1239
6492,5042,482,1891
6493,4172,709,1254
6494,3206,1081,610
6495,3718,661,1106
6496,2835,825,749
6497,4323,665,332
6498,3506,768,1244
6499,3535,894,509
6500,5634,594,1794
6501,1611,141,547
6502,2601,294,1119
6503,2011,356,1073
6504,3453,653,1232
6505,2325,645,1065
6506,3406,581,1480
6507,1618,345,798
6508,4150,414,1275
6509,3014,464,1464
6510,2319,635,1507
6511,1210,311,595
6512,1740,289,447
6513,3259,594,1086
6514,3975,820,1764
6515,2870,232,1511
6516,4010,486,1570
6517,2376,833,385
6518,3407,436,511
6519,3401,1105,838
6520,1994,618,771
6521,2606,653,421
6522,2403,563,499
6523,4514,580,789
6524,7553,1548,566
6525,2427,907,353
6526,2745,699,458
6527,9261,2330,1523
6528,2233,801,262
6529,1688,665,379
6530,3539,524,694
6531,2284,513,349
6532,2476,466,748
6533,2370,430,389
6534,2541,396,362
6535,2690,595,683
6536,3400,486,902
6537,3290,785,1016
6538,1033,244,173
6539,2509,833,768
6540,2339,454,471
6541,1970,253,565
6542,1803,431,649
6543,3780,523,864
6544,4174,1114,1332
6545,2558,543,791
6546,2439,629,826
6547,1823,540,552
6548,2981,713,1088
6549,3986,816,1125
6550,14693,3565,2332
6551,2510,608,309
6552,2330,501,596
6553,2078,395,520
6554,9411,1298,2119
6555,4524,624,1107
6556,2438,564,1382
6557,776,305,567
6558,1333,370,347
6559,9330,1401,874
6560,5248,1101,1148
6561,2539,681,276
6562,3402,701,492
6563,1343,275,273
6564,4314,911,829
6565,1058,418,33
6566,2284,589,878
6567,2203,375,373
6568,3412,957,1145
6569,3234,1304,579
6570,4804,887,491
6571,2442,364,769
6572,2737,515,690
6573,4049,382,767
6574,2553,150,1469
6575,2449,340,695
6576,1812,525,302
6577,2866,285,1338
6578,4572,1183,1106
6579,1762,386,521
6580,2473,944,162
6581,3006,789,852
6582,3790,872,817
6583,5911,865,575
6584,4217,848,1141
6585,4415,775,319
6586,4537,850,168
6587,4629,527,557
6588,4283,779,771
6589,2717,464,1230
6590,2799,323,700
6591,5846,1016,892
6592,4398,1033,611
6593,6982,916,954
6594,4367,505,1206
6595,3754,611,419
6596,3242,559,817
6597,2316,552,389
6598,1440,247,182
6599,2790,681,907
6600,4069,472,901
6601,2348,526,480
6602,2034,277,673
6603,2718,535,781
6604,1881,318,937
6605,2967,586,566
6606,3396,729,691
6607,4373,1385,308
6608,5772,819,1295
6609,16293,1884,1985
6610,11665,1136,2089
6611,4526,520,460
6612,5970,687,482
6613,9732,913,771
6614,5002,917,949
6615,2989,520,1118
6616,5224,577,854
6617,2346,301,444
6618,2906,704,486
6619,4997,439,409
6620,2415,801,319
6621,2232,397,552
6622,1010,375,178
6623,1665,196,101
6624,2210,624,131
6625,3385,611,1528
6626,1203,337,272
6627,4166,766,2189
6628,5320,1310,363
6629,3966,979,722
6630,3853,847,828
6631,2808,665,779
6632,6545,1878,1296
6633,2328,1308,403
6634,1300,617,280
6635,2945,1064,1002
6636,1392,843,318
6637,2377,978,660
6638,819,249,231
6639,3507,991,572
6640,2003,605,603
6641,3866,1222,854
6642,8171,432,420
6643,3491,272,322
6644,3694,976,402
6645,2640,255,296
6646,2292,302,602
6647,3712,652,663
6648,1691,439,458
6649,5757,998,563
6650,5805,1275,1148
6651,0,0,0
6652,976,257,428
6653,2911,470,173
6654,569,80,186
6655,2691,1132,461
6656,3358,1308,147
6657,1870,559,505
6658,5134,1707,529
6659,1962,839,318
6660,5333,1706,1154
6661,5209,1182,1323
6662,3727,915,1012
6663,4122,1008,2064
6664,3479,960,526
6665,6260,2840,733
6666,4601,773,1290
6667,6585,1730,1443
6668,3544,760,742
6669,3178,1066,1209
6670,3806,963,354
6671,5862,1376,670
6672,4852,1163,864
6673,6065,2070,728
6674,50,16,0
6675,3305,998,1359
6676,1686,344,542
6677,0,0,0
6678,3646,737,642
6679,2987,527,851
6680,2672,850,496
6681,2617,553,357
6682,3392,604,676
6683,5865,889,825
6684,3831,847,734
6685,5366,1231,1109
6686,4911,968,1022
6687,2857,806,285
6688,5242,871,855
6689,4209,1098,521
6690,4540,773,923
6691,6170,743,1755
6692,4720,1180,976
6693,3565,1083,371
6694,3582,509,1479
6695,2090,442,293
6696,4606,980,402
6697,2218,316,305
6698,4795,984,500
6699,3434,741,453
6700,4963,991,363
6701,3288,701,388
6702,3948,725,593
6703,6535,1141,463
6704,2069,305,724
6705,5298,802,1646
6706,2911,536,498
6707,5691,1416,426
6708,4204,1019,307
6709,6891,1163,417
6710,4464,804,517
6711,3475,650,225
6712,2951,460,298
6713,3751,369,429
6714,3071,363,86
6715,2900,483,430
6716,5233,1213,326
6717,4307,1183,292
6718,4038,969,505
6719,1467,354,290
6720,3694,687,400
6721,4317,783,295
6722,2493,548,196
6723,5977,588,1540
6724,2190,415,167
6725,2791,274,1198
6726,3712,510,566
6727,2415,774,246
6728,1951,603,107
6729,2014,530,114
6730,3934,602,636
6731,2154,783,222
6732,6570,1435,347
6733,2538,303,253
6734,3427,412,108
6735,3737,670,262
6736,4578,717,484
6737,3635,634,568
6738,4691,962,50
6739,4609,767,69
6740,2129,522,59
6741,4352,1019,809
6742,4119,599,787
6743,3065,447,577
6744,5324,796,2443
6745,2542,652,975
6746,3610,918,368
6747,2875,616,68
6748,3064,412,145
6749,1953,403,16
6750,2772,611,160
6751,1793,372,34
6752,2548,605,104
6753,2431,619,92
6754,2649,709,581
6755,2682,786,96
6756,3409,872,147
6757,3167,480,193
6758,2418,617,346
6759,2960,471,1058
6760,2171,353,426
6761,2246,586,238
6762,2594,515,127
6763,3142,423,34
6764,2521,733,160
6765,5453,864,215
6766,3716,431,213
6767,2074,456,96
6768,3201,521,178
6769,2858,681,196
6770,2974,445,130
6771,4341,684,430
6772,3855,737,403
6773,2145,305,183
6774,3607,587,331
6775,5817,825,329
6776,4937,862,140
6777,5130,1121,439
6778,1901,496,150
6779,1249,158,314
6780,2879,545,200
6781,3005,564,418
6782,2975,439,8
6783,3189,314,46
6784,3805,861,306
6785,2155,480,182
6786,1319,233,53
6787,4216,870,112
6788,3661,704,42
6789,3849,540,178
6790,2326,446,280
6791,3425,645,465
6792,1776,240,447
6793,4090,471,1211
6794,923,223,125
6795,2117,224,994
6796,1477,356,340
6797,6544,613,415
6798,3371,494,147
6799,4125,552,1491
6800,3319,384,1428
6801,4059,543,1898
6802,2487,396,667
6803,3215,580,1199
6804,3607,271,1213
6805,6125,815,1252
6806,4237,867,659
6807,5213,1033,262
6808,2497,457,56
6809,3669,896,211
6810,3439,956,59
6811,2113,441,26
6812,1994,216,125
6813,4095,433,821
6814,3082,349,714
6815,6838,617,2902
6816,5621,610,1560
6817,5772,474,1444
6818,3936,480,123
6819,3709,342,277
6820,1616,337,81
6821,2651,494,75
6822,3776,670,107
6823,2818,504,64
6824,4995,1605,119
6825,2065,387,115
6826,2604,590,109
6827,3223,618,418
6828,4503,745,495
6829,5069,701,424
6830,6449,1578,692
6831,2857,667,444
6832,5338,542,286
6833,4302,996,483
6834,0,0,0
6835,0,0,0
6836,3381,1489,702
6837,3570,878,950
6838,2388,553,146
6839,2240,1059,513
6840,2147,372,736
6841,2662,536,737
6842,3252,718,372
6843,2722,585,176
6844,4363,1064,313
6845,2891,811,690
6846,4650,1315,270
6847,2949,334,1451
6848,3756,547,3041
6849,2254,529,526
6850,3305,1018,1262
6851,3060,393,1271
6852,2818,263,2253
6853,2106,609,577
6854,3117,599,1633
6855,3019,928,338
6856,5554,1108,724
6857,2355,826,140
6858,2610,623,189
6859,2276,771,222
6860,3484,989,612
6861,3371,751,929
6862,1929,451,729
6863,3211,648,569
6864,740,118,213
6865,4628,883,1434
6866,3960,1200,724
6867,1821,493,309
6868,4454,1116,684
6869,3917,1018,430
6870,1746,367,199
6871,7144,1612,1091
6872,4507,948,975
6873,2596,973,472
6874,3123,755,662
6875,3459,733,759
6876,1980,633,485
6877,1917,678,167
6878,2285,379,1066
6879,1622,272,683
6880,2738,370,975
6881,2757,884,1596
6882,2646,513,1570
6883,1997,295,1098
6884,4140,544,827
6885,3958,1096,656
6886,3364,495,2174
6887,3654,381,2079
6888,4199,612,2637
6889,5758,1266,1423
6890,8476,1154,3045
6891,3962,368,2655
6892,4747,492,3617
6893,5086,645,1651
6894,60,4,44
6895,2261,338,12
6896,5504,443,2072
6897,2536,589,923
6898,2719,668,711
6899,4353,588,1570
6900,1430,472,372
6901,1592,447,478
6902,5187,1082,606
6903,1385,433,311
6904,4078,2247,700
6905,3081,1150,592
6906,2592,869,464
6907,3117,773,494
6908,4463,802,515
6909,2399,923,316
6910,2276,697,97
6911,349,47,75
6912,6673,2470,393
6913,4554,1260,776
6914,3919,1646,462
6915,3738,909,278
6916,5536,789,577
6917,1622,347,258
6918,4246,640,662
6919,3869,734,361
6920,4080,767,582
6921,2285,944,231
6922,2372,647,316
6923,8,0,0
6924,0,0,0
6925,0,0,0
6926,5774,516,708
6927,3812,332,725
6928,2749,146,604
6929,1859,240,308
6930,4337,659,355
6931,3845,458,453
6932,2296,525,516
6933,3242,457,275
6934,4056,854,631
6935,2652,693,1087
6936,3260,353,818
6937,3523,708,685
6938,3069,357,1103
6939,3209,814,422
6940,2335,266,740
6941,1997,356,765
6942,2938,372,1366
6943,2690,415,1058
6944,4789,474,1158
6945,3569,186,1218
6946,3535,498,1053
6947,4181,743,780
6948,4219,705,953
6949,3791,417,1303
6950,4084,643,438
6951,5112,592,1655
6952,5027,729,1331
6953,2622,353,168
6954,2539,558,193
6955,2382,451,319
6956,5878,723,428
6957,5152,822,406
6958,2219,499,145
6959,1854,372,212
6960,3466,367,275
6961,3570,669,351
6962,5460,1176,803
6963,3531,549,278
6964,5060,976,616
6965,5612,1300,362
6966,4050,803,307
6967,3395,580,309
6968,2804,737,278
6969,5416,856,457
6970,4116,665,645
6971,2564,580,282
6972,3474,631,109
6973,2923,491,142
6974,4499,786,277
6975,1697,400,357
6976,6076,736,1091
6977,3322,327,1278
6978,4104,435,780
6979,2880,391,492
6980,3909,312,832
6981,4641,975,449
6982,3851,763,356
6983,2500,209,721
6984,3831,529,1236
6985,3348,376,729
6986,1696,492,614
6987,2989,465,426
6988,5787,903,1360
6989,3344,438,378
6990,2983,528,652
6991,3274,499,558
6992,3888,613,854
6993,3156,576,476
6994,2955,524,850
6995,5889,977,1277
6996,3205,404,822
6997,3243,350,1070
6998,4242,682,1513
6999,4321,1142,1309
7000,2918,491,877
7001,2750,578,352
7002,3641,469,96
7003,5668,983,1367
7004,3350,837,586
7005,2795,609,617
7006,3542,581,544
7007,2757,390,326
7008,3960,502,411
7009,5937,853,446
7010,3784,746,697
7011,2996,373,80
7012,7046,831,223
7013,2591,788,176
7014,3214,2052,190
7015,3582,359,469
7016,7897,774,302
7017,2691,346,596
7018,2720,399,684
7019,3193,512,876
7020,3546,777,1188
7021,3995,607,1362
7022,4185,634,1254
7023,1478,277,615
7024,4356,762,1570
7025,3087,397,585
7026,3576,681,1633
7027,2930,396,548
7028,1769,299,887
7029,3362,574,1258
7030,2571,655,866
7031,3782,666,1006
7032,1889,406,267
7033,3766,929,1054
7034,2614,497,804
7035,3375,520,1008
7036,2469,541,670
7037,1926,580,424
7038,4938,1382,1410
7039,3520,682,507
7040,4100,829,644
7041,4675,341,981
7042,2757,538,485
7043,4127,845,970
7044,4224,809,1072
7045,3302,437,873
7046,4170,564,1232
7047,4072,632,517
7048,3623,851,253
7049,4237,897,539
7050,3556,734,162
7051,6041,872,398
7052,3489,784,419
7053,5116,935,651
7054,4078,540,643
7055,3495,606,536
7056,3566,633,855
7057,5958,930,835
7058,2221,530,210
7059,4351,642,413
7060,4493,309,454
7061,5229,506,579
7062,3387,716,761
7063,4243,735,751
7064,3964,424,835
7065,1410,261,105
7066,5074,500,250
7067,4206,504,483
7068,2997,340,214
7069,265,47,52
7070,3791,673,884
7071,3665,732,413
7072,3379,764,478
7073,2958,579,315
7074,1920,389,248
7075,6551,484,545
7076,4119,606,443
7077,4643,564,499
7078,4242,704,786
7079,609,81,161
7080,1444,85,306
7081,555,42,0
7082,4161,623,677
7083,4774,671,348
7084,4954,1004,396
7085,2016,378,362
7086,9201,404,206
7087,7966,1107,831
7088,3861,226,76
7089,3229,368,459
7090,5059,244,44
7091,5562,648,1054
7092,2401,381,274
7093,4685,821,1208
7094,4427,431,334
7095,3425,394,849
7096,3224,453,215
7097,4385,557,1420
7098,2326,536,285
7099,4886,732,620
7100,5381,553,276
7101,2125,412,314
7102,4988,436,486
7103,3359,407,285
7104,3231,556,265
7105,5642,444,460
7106,3139,449,202
7107,5489,1094,654
7108,3303,565,360
7109,3617,633,491
7110,2976,566,203
7111,3892,639,276
7112,5769,926,261
7113,5035,366,1101
7114,4460,885,447
7115,4334,691,544
7116,5078,775,400
7117,4272,320,1105
7118,5673,635,1258
7119,3419,684,664
7120,4615,615,867
7121,5620,433,2152
7122,3475,384,430
7123,4035,1205,748
7124,3645,476,620
7125,3206,748,301
7126,6212,824,327
7127,3116,471,444
7128,3063,538,524
7129,2855,364,292
7130,4435,841,1008
7131,2963,406,308
7132,4969,725,279
7133,4044,628,270
7134,6040,778,502
7135,2817,664,168
7136,5424,1574,253
7137,5097,1528,150
7138,2390,452,154
7139,2273,290,180
7140,2405,507,183
7141,3461,1037,107
7142,2297,502,106
7143,5407,1448,136
7144,2132,444,98
7145,4397,941,137
7146,3084,721,207
7147,4793,813,94
7148,4732,986,108
7149,3405,431,77
7150,5746,1020,183
7151,6265,1302,164
7152,5112,608,259
7153,4914,359,248
7154,2691,270,111
7155,4972,569,162
7156,4278,521,299
7157,2723,572,88
7158,5305,343,832
7159,3826,673,178
7160,6643,1049,358
7161,1814,329,199
7162,5319,560,472
7163,5895,677,73
7164,2831,401,110
7165,5878,1014,533
7166,4329,578,193
7167,3661,373,211
7168,3240,803,99
7169,1934,529,47
7170,6340,653,1072
7171,5634,926,378
7172,2419,464,35
7173,5099,808,255
7174,5436,471,585
7175,6102,959,962
7176,3407,654,201
7177,2883,68,99
7178,4068,540,862
7179,3177,326,157
7180,4120,395,225
7181,6352,820,463
7182,4617,314,543
7183,3266,268,690
7184,4135,438,1332
7185,6079,545,1748
7186,4361,398,141
7187,5367,815,1069
7188,3487,413,475
7189,3757,388,666
7190,3654,345,683
7191,3964,203,184
7192,3605,515,362
7193,3449,752,507
7194,2521,437,300
7195,2551,637,315
7196,2482,177,412
7197,2967,228,93
7198,3478,395,743
7199,5146,546,804
7200,4186,424,696
7201,2375,231,88
7202,2455,341,197
7203,4508,756,450
7204,2305,365,158
7205,1506,322,31
7206,3965,912,224
7207,4899,937,123
7208,3065,620,121
7209,2493,608,83
7210,3492,711,116
7211,3616,589,61
7212,2736,469,49
7213,3693,904,55
7214,4869,884,639
7215,4054,711,288
7216,4437,1089,122
7217,1381,566,26
7218,1983,449,131
7219,4420,740,279
7220,5723,851,284
