PopulationId,OneIns,MoreIns,NoIns
9449,3080,851,742
9450,3496,1346,200
9451,3320,763,869
9452,1642,740,121
9453,2621,1472,487
9454,1642,459,443
9455,3750,701,544
9456,1710,1030,188
9457,1896,1527,391
9458,1701,358,348
9459,1960,376,842
9460,2723,440,814
9461,1396,340,390
9462,1962,307,355
9463,967,77,57
9464,2994,745,574
9465,1057,103,125
9466,3772,336,654
9467,3275,426,372
9468,3248,404,705
9469,3064,411,443
9470,2768,903,506
9471,2799,1352,216
9472,2614,340,271
9473,3070,496,557
9474,2251,502,659
9475,3775,741,531
9476,3843,940,1058
9477,3553,347,577
9478,2675,424,305
9479,2505,486,503
9480,2739,429,775
9481,2942,681,499
9482,2048,518,765
9483,1869,270,179
9484,2163,397,627
9485,2086,387,241
9486,2773,351,644
9487,1780,189,183
9488,2355,509,983
9489,1607,250,135
9490,2047,482,533
9491,1897,442,360
9492,2655,400,625
9493,2547,475,601
9494,2369,449,540
9495,1754,344,392
9496,3172,303,510
9497,1718,274,287
9498,997,91,357
9499,2068,352,610
9500,0,0,0
9501,2148,356,621
9502,2552,546,832
9503,1337,288,151
9504,2247,685,448
9505,2003,403,322
9506,2858,541,496
9507,973,174,118
9508,1250,308,177
9509,3090,518,630
9510,2173,304,259
9511,2487,414,488
9512,1550,343,131
9513,3032,399,617
9514,1577,258,144
9515,2360,403,1076
9516,2163,326,504
9517,2826,245,1562
9518,2254,357,502
9519,1676,214,764
9520,2976,552,889
9521,3212,276,2285
9522,2907,836,293
9523,3452,345,2038
9524,2166,620,294
9525,3311,368,2016
9526,3155,755,820
9527,2796,579,995
9528,2475,468,529
9529,3321,494,1346
9530,2954,762,644
9531,4075,453,1535
9532,1803,327,374
9533,2659,424,1176
9534,2156,240,241
9535,3485,698,2364
9536,2220,240,215
9537,3390,529,2279
9538,2681,353,203
9539,2897,459,1469
9540,1494,167,268
9541,1901,173,546
9542,1399,237,300
9543,2381,410,504
9544,403,80,24
9545,2216,369,87
9546,1354,169,645
9547,1397,248,273
9548,2084,311,137
9549,1191,223,94
9550,2888,545,493
9551,1869,422,369
9552,1553,207,270
9553,2397,255,174
9554,1934,95,114
9555,2177,551,35
9556,2375,337,148
9557,2661,319,147
9558,3357,312,260
9559,2660,327,561
9560,3635,343,712
9561,2369,457,590
9562,1966,399,414
9563,4355,745,876
9564,4509,316,674
9565,2272,152,817
9566,2428,254,810
9567,3086,466,393
9568,2674,798,449
9569,4340,434,1183
9570,4153,975,720
9571,2602,357,565
9572,4771,1103,1754
9573,3905,882,764
9574,2019,219,442
9575,3211,389,682
9576,2243,294,377
9577,3304,529,747
9578,1301,213,279
9579,2823,467,201
9580,2006,326,400
9581,1948,256,147
9582,1635,276,512
9583,3980,338,369
9584,2897,682,600
9585,3994,521,1086
9586,2182,141,129
9587,2230,341,1233
9588,1361,271,490
9589,3825,532,1554
9590,3369,299,153
9591,3177,368,509
9592,3437,280,993
9593,2708,436,563
9594,4103,696,1286
9595,3231,374,680
9596,5228,670,1111
9597,1274,151,136
9598,3490,685,1147
9599,2619,322,619
9600,1387,79,199
9601,2399,320,547
9602,3296,288,713
9603,3453,432,519
9604,4085,657,1082
9605,2843,552,118
9606,3509,530,623
9607,4386,759,1367
9608,1703,228,170
9609,3348,557,341
9610,2590,330,364
9611,7005,1223,187
9612,1747,384,336
9613,5689,769,246
9614,2689,708,487
9615,3183,537,341
9616,3020,277,52
9617,2397,837,684
9618,2338,319,99
9619,3355,644,609
9620,277,24,46
9621,2169,540,260
9622,5209,1328,429
9623,3138,708,561
9624,4496,233,302
9625,1657,448,117
9626,2546,233,395
9627,2694,637,276
9628,3961,740,789
9629,2382,532,339
9630,2137,270,383
9631,2589,471,624
9632,3856,367,483
9633,3061,396,413
9634,1586,139,397
9635,1791,295,170
9636,2724,538,202
9637,2127,268,496
9638,1415,216,37
9639,2674,344,1123
9640,2204,326,97
9641,2738,355,488
9642,2425,396,130
9643,1073,300,52
9644,972,187,293
9645,2764,655,117
9646,3034,266,573
9647,3958,481,122
9648,1711,207,381
9649,2408,425,109
9650,2761,243,669
9651,2520,340,230
9652,2301,498,342
9653,551,49,213
9654,2874,396,563
9655,2295,389,313
9656,2509,511,227
9657,1749,464,378
9658,2867,593,262
9659,1298,148,349
9660,1583,188,110
9661,2653,357,815
9662,3264,848,267
9663,1512,125,410
9664,5509,1255,874
9665,3468,651,343
9666,1610,638,168
9667,2678,332,355
9668,4269,890,351
9669,1806,619,127
9670,2263,490,278
9671,3542,615,318
9672,1382,190,231
9673,3653,1964,638
9674,719,193,109
9675,1334,338,85
9676,1642,390,70
9677,1987,740,327
9678,2074,378,168
9679,4323,845,288
9680,1228,187,39
9681,1041,272,31
9682,1389,263,84
9683,1605,269,32
9684,1855,370,130
9685,2392,335,145
9686,2086,352,69
9687,1397,352,99
9688,1216,146,103
9689,1079,161,37
9690,1541,246,6
9691,1586,223,64
9692,1749,316,161
9693,1635,245,77
9694,1405,182,105
9695,0,0,0
9696,2203,361,337
9697,1300,143,346
9698,1573,171,223
9699,1538,132,263
9700,1936,370,244
9701,1645,167,219
9702,2286,316,397
9703,1060,277,104
9704,1384,190,220
9705,1521,189,117
9706,1984,198,400
9707,3338,472,469
9708,4880,598,861
9709,983,261,129
9710,1431,168,200
9711,4705,926,213
9712,16,0,0
9713,0,0,0
9714,2165,456,203
9715,1695,252,221
9716,2479,351,281
9717,1433,269,287
9718,1833,294,202
9719,2772,472,489
9720,1941,533,209
9721,2408,379,176
9722,2021,261,134
9723,3054,358,330
9724,3184,242,161
9725,3427,377,381
9726,2975,370,159
9727,2673,126,29
9728,1893,200,93
9729,1577,149,61
9730,2511,336,151
9731,762,231,42
9732,1253,211,17
9733,1757,229,65
9734,1483,264,150
9735,2347,307,199
9736,3732,567,786
9737,2891,390,539
9738,1746,342,349
9739,2836,409,267
9740,2496,155,172
9741,2690,438,95
9742,2644,223,254
9743,3047,506,360
9744,1957,305,140
9745,3482,658,282
9746,1996,455,209
9747,3698,452,617
9748,2768,497,259
9749,3659,630,789
9750,2639,475,750
9751,1257,199,364
9752,3277,426,682
9753,3464,596,811
9754,1826,628,497
9755,3903,672,1230
9756,2989,450,493
9757,3857,599,659
9758,2096,383,690
9759,3232,342,318
9760,386,287,93
9761,1704,209,213
9762,1673,559,456
9763,2063,232,465
9764,3350,448,762
9765,3542,480,993
9766,5030,854,1233
9767,2700,421,883
9768,3746,699,826
9769,2678,416,643
9770,4931,546,1007
9771,1732,272,234
9772,1141,242,83
9773,1422,354,214
9774,2063,253,229
9775,1971,196,196
9776,1083,315,157
9777,1388,235,187
9778,1274,230,138
9779,0,8,0
9780,1457,188,159
9781,2315,385,821
9782,1686,330,362
9783,2665,348,381
9784,2205,219,502
9785,1876,174,326
9786,2299,417,368
9787,2261,243,598
9788,2270,375,479
9789,1879,503,156
9790,2391,594,410
9791,1228,230,168
9792,2210,477,603
9793,2245,550,407
9794,4542,950,1067
9795,3447,894,1199
9796,2942,629,750
9797,2808,612,509
9798,4434,1179,975
9799,2063,718,824
9800,2975,394,498
9801,2398,492,368
9802,1378,200,244
9803,4427,478,766
9804,2785,561,542
9805,3276,639,479
9806,3623,896,417
9807,4288,1622,559
9808,4605,1212,608
9809,3219,624,481
9810,2103,448,443
9811,2399,568,399
9812,1723,612,592
9813,2319,319,429
9814,1932,258,376
9815,1650,468,366
9816,977,174,129
9817,1818,295,373
9818,1477,285,169
9819,1618,222,351
9820,2855,420,551
9821,1905,514,304
9822,1542,176,257
9823,2441,353,271
9824,3447,505,595
9825,3856,372,454
9826,2488,687,610
9827,0,0,0
9828,1301,179,150
9829,1892,173,504
9830,2010,202,266
9831,1148,254,156
9832,1423,191,263
9833,2038,491,401
9834,3103,528,409
9835,1731,325,187
9836,2695,386,338
9837,2382,443,201
9838,1257,70,244
9839,1416,271,273
9840,1592,137,181
9841,3049,276,416
9842,3285,244,668
9843,2125,250,424
9844,2169,215,289
9845,1625,203,196
9846,1683,242,289
9847,1635,222,319
9848,2045,200,142
9849,1155,159,141
9850,1351,197,94
9851,1857,149,158
9852,1766,166,218
9853,1629,153,203
9854,2351,245,256
9855,1144,115,264
9856,2803,604,290
9857,4977,1392,267
9858,4058,1798,344
9859,681,159,42
9860,2501,844,354
9861,1664,172,218
9862,3722,570,433
9863,3318,769,426
9864,2686,490,360
9865,2742,444,220
9866,2204,375,156
9867,2718,481,353
9868,2497,366,593
9869,2669,531,161
9870,2866,378,692
9871,3000,322,576
9872,3688,370,279
9873,1507,251,253
9874,2261,396,343
9875,1380,174,301
9876,1523,277,412
9877,2017,347,336
9878,2207,450,431
9879,1992,389,423
9880,2317,298,477
9881,3284,574,539
9882,1825,357,667
9883,1367,243,305
9884,1645,211,230
9885,2198,322,409
9886,1921,316,481
9887,1188,103,254
9888,1464,90,263
9889,1776,363,407
9890,2583,206,318
9891,2884,354,706
9892,2394,240,482
9893,2150,363,398
9894,1278,82,296
9895,0,0,0
9896,2489,184,408
9897,2097,219,326
9898,4035,344,700
9899,2165,157,574
9900,3340,179,866
9901,1936,176,410
9902,2616,175,282
9903,3099,446,282
9904,3793,362,713
9905,2161,132,624
9906,1430,252,375
9907,1731,102,271
9908,6557,999,1137
9909,3369,459,515
9910,3598,440,268
9911,4912,261,234
9912,5486,330,554
9913,2424,262,214
9914,2440,365,758
9915,0,0,0
9916,1690,396,379
9917,3224,879,373
9918,5165,1521,724
9919,1951,562,414
9920,1674,392,211
9921,1342,375,280
9922,3917,846,460
9923,3182,792,245
9924,4227,831,124
9925,4649,990,233
9926,2640,523,170
9927,2661,621,88
9928,2615,275,136
9929,3158,791,275
9930,6053,1190,418
9931,3680,915,510
9932,1819,573,163
9933,23,1,2
9934,3519,828,331
9935,2765,846,270
9936,3266,1024,336
9937,3004,1119,483
9938,1993,389,194
9939,3516,932,384
9940,2642,763,195
9941,2765,526,246
9942,4213,1085,180
9943,5409,1390,453
9944,2442,606,113
9945,3697,939,202
9946,2395,708,157
9947,2871,755,163
9948,5214,1088,892
9949,5493,998,348
9950,2602,723,259
9951,3612,497,162
9952,3701,1230,378
9953,1781,336,372
9954,2066,270,220
9955,1297,413,256
9956,2530,357,443
9957,1483,305,91
9958,771,137,81
9959,4146,711,251
9960,1995,266,280
9961,2575,747,685
9962,2406,443,320
9963,1964,251,281
9964,2912,483,261
9965,2285,614,271
9966,1041,200,99
9967,2897,396,510
9968,1608,154,366
9969,3253,476,574
9970,1159,172,421
9971,1174,206,108
9972,1826,409,224
9973,898,123,130
9974,1927,301,163
9975,2215,192,424
9976,2473,167,63
9977,4820,714,600
9978,1494,307,261
9979,1315,152,108
9980,766,221,100
9981,1704,584,310
9982,2256,771,241
9983,1585,255,287
9984,1658,262,366
9985,1274,458,288
9986,1025,437,300
9987,1251,196,191
9988,1001,331,328
9989,1583,367,234
9990,3400,494,328
9991,1630,483,245
9992,1989,258,270
9993,1575,199,329
9994,3758,306,573
9995,1148,183,191
9996,2443,555,155
9997,1771,412,158
9998,2461,378,323
9999,2419,402,261
10000,1799,308,357
10001,1446,327,166
10002,1429,388,138
10003,2244,850,439
10004,2196,365,339
10005,1494,450,248
10006,2107,526,231
10007,2332,453,298
10008,1971,584,426
10009,2592,417,183
10010,1808,475,148
10011,1832,563,80
10012,1178,279,67
10013,1366,489,284
10014,1789,251,338
10015,2833,515,620
10016,2590,396,544
10017,2744,649,618
10018,2144,360,434
10019,2213,796,350
10020,3352,476,377
10021,2561,607,592
10022,1172,197,130
10023,1670,460,281
10024,955,355,130
10025,1973,492,390
10026,1051,210,296
10027,2230,759,214
10028,2436,326,299
10029,971,145,102
10030,1494,121,280
10031,1642,346,194
10032,803,184,317
10033,2656,763,185
10034,2985,781,193
10035,3057,606,83
10036,3892,775,425
10037,3390,975,141
10038,2031,607,209
10039,2986,854,80
10040,2591,566,313
10041,2130,653,93
10042,3360,1104,294
10043,1943,896,236
10044,4093,965,248
10045,3032,878,207
10046,2281,870,188
10047,1492,456,36
10048,4445,701,182
10049,3669,960,270
10050,3622,1161,256
10051,6724,1038,168
10052,4488,1302,115
10053,7103,1325,441
10054,4759,1368,235
10055,4353,1154,123
10056,5289,1113,92
10057,5081,614,315
10058,4883,1163,189
10059,778,231,161
10060,1537,659,73
10061,1569,456,55
10062,7368,1092,292
10063,3967,1121,164
10064,3785,818,76
10065,5906,905,226
10066,2755,538,104
10067,3896,1037,313
10068,4254,1319,400
10069,4437,1386,165
10070,2052,531,289
10071,2889,589,337
10072,4724,1063,142
10073,2448,1011,84
10074,4595,1070,308
10075,3526,864,43
10076,3598,627,48
10077,4074,1134,59
10078,2400,600,90
10079,5045,786,311
10080,3311,1018,171
10081,3360,1069,160
10082,3153,534,178
10083,3995,580,283
10084,3698,1197,133
10085,5411,783,487
10086,4561,893,297
10087,4957,1297,332
10088,5298,657,354
10089,3666,916,593
10090,4424,1120,104
10091,6408,1529,279
10092,4182,530,255
10093,5181,699,453
10094,2597,722,75
10095,3216,639,381
10096,2416,730,118
10097,4324,1152,107
10098,2826,751,173
10099,6973,1340,426
10100,4904,898,259
10101,3053,763,120
10102,3828,913,309
10103,3852,1116,192
10104,3891,915,285
10105,1597,495,138
10106,2606,752,307
10107,4400,1016,1351
10108,2888,899,370
10109,2629,744,465
10110,3265,1019,171
10111,3341,917,313
10112,2496,905,246
10113,2624,933,223
10114,3107,1103,83
10115,2593,978,314
10116,4647,1522,300
10117,5235,967,640
10118,1664,586,56
10119,2002,873,229
10120,3733,1133,183
10121,3484,770,356
10122,3304,807,88
10123,2401,732,254
10124,4367,894,112
10125,3941,1080,429
10126,4438,702,198
10127,3815,716,376
10128,3454,892,412
10129,3750,1239,195
10130,2764,666,100
10131,5658,1072,339
10132,4327,961,163
10133,4072,863,276
10134,4888,626,283
10135,2849,524,199
10136,4062,1142,408
10137,3759,610,388
10138,3450,736,147
10139,5066,1084,454
10140,2660,285,75
10141,2144,542,193
10142,3425,722,296
10143,2945,754,169
10144,0,0,0
10145,10,6,0
10146,0,0,0
10147,1560,551,72
10148,1588,228,295
10149,1160,409,181
10150,1972,643,183
10151,1570,386,267
10152,1965,484,276
10153,1974,555,222
10154,1156,250,219
10155,3965,1471,128
10156,2940,651,218
10157,1864,721,588
10158,1605,394,460
10159,2656,917,667
10160,2645,702,326
10161,2802,571,749
10162,2835,740,407
10163,3398,1160,161
10164,3108,970,212
10165,4464,872,403
10166,3943,1240,236
10167,5039,1102,477
10168,3645,1859,430
10169,3168,606,285
10170,4766,2676,123
10171,3987,1560,63
10172,4424,1136,1078
10173,3222,1271,95
10174,4257,1010,465
10175,3177,955,417
10176,1711,304,29
10177,2517,645,51
10178,3529,966,245
10179,2082,574,56
10180,3428,979,259
10181,2226,719,18
10182,3392,1086,215
10183,2911,1168,105
10184,2409,760,203
10185,2858,1025,637
10186,3346,1064,85
10187,3406,1221,527
10188,2175,478,91
10189,2127,302,171
10190,1995,458,157
10191,3317,889,313
10192,4392,1669,106
10193,3373,892,279
10194,4234,1190,277
10195,2380,1201,116
10196,3160,915,234
10197,2799,836,168
10198,2133,1456,415
10199,2785,490,134
10200,3005,715,190
10201,1948,575,46
10202,3840,957,440
10203,4626,1734,889
10204,4931,1216,285
10205,4150,893,334
10206,2975,674,435
10207,2130,344,172
10208,2801,833,623
10209,2375,411,1499
10210,2669,354,474
10211,3353,550,1786
10212,3426,367,1009
10213,2518,351,178
10214,3839,786,185
10215,3219,888,311
10216,3329,883,140
10217,4367,1192,616
10218,5051,967,1022
10219,4294,661,562
10220,3259,632,918
10221,4300,509,1119
10222,6162,800,961
10223,5940,797,815
10224,2773,543,361
10225,3348,554,293
10226,6688,1344,497
10227,4749,564,477
10228,3079,847,250
10229,3520,908,379
10230,2801,689,495
10231,3713,767,422
10232,3859,648,514
10233,2539,531,162
10234,2268,417,147
10235,1936,428,425
10236,4904,905,513
10237,3130,699,96
10238,5164,1501,105
10239,5549,1089,78
10240,3480,673,91
10241,1830,356,858
10242,3669,557,518
10243,2344,259,1561
10244,2862,203,1453
10245,4603,738,1749
10246,4237,1021,2040
10247,3787,619,972
10248,4490,533,1090
10249,2954,335,1861
10250,2257,469,849
10251,1923,290,644
10252,4584,1167,241
10253,3255,396,1094
10254,3704,816,1082
10255,2234,276,681
10256,3782,429,1002
10257,3897,586,922
10258,4175,770,344
10259,3842,805,630
10260,3948,940,734
10261,379,304,18
10262,4140,1255,316
10263,4303,1198,375
10264,5041,1043,307
10265,4861,872,327
10266,5368,996,403
10267,3125,475,147
10268,4966,907,386
10269,3489,882,233
10270,3614,662,478
10271,5419,1022,725
10272,4495,889,387
10273,4685,885,381
10274,4182,676,239
10275,4960,1019,199
10276,3343,693,148
10277,3830,622,147
10278,3336,616,220
10279,4208,747,112
10280,3100,925,86
10281,4535,572,588
10282,6591,1075,369
10283,2359,703,391
10284,4633,1000,281
10285,2797,731,98
10286,4221,1133,878
10287,3827,526,1250
10288,5227,1171,1242
10289,5562,1121,461
10290,5128,813,602
10291,3639,639,324
10292,4964,766,563
10293,3721,549,785
10294,2826,459,1269
10295,5297,721,613
10296,3084,540,201
10297,5678,810,197
10298,5179,735,300
10299,2254,466,30
10300,5004,1290,200
10301,4986,1106,389
10302,5136,866,330
10303,2491,802,190
10304,2938,471,208
10305,4393,1029,663
10306,4806,1196,294
10307,4010,781,310
10308,2301,729,75
10309,2922,527,185
10310,3835,1204,168
10311,3509,813,41
10312,3098,528,104
10313,3065,676,124
10314,2468,365,348
10315,4475,758,610
10316,2822,646,275
10317,2888,451,175
10318,3738,958,398
10319,4649,1192,179
10320,5119,992,271
10321,4547,804,115
10322,6806,761,527
10323,3921,656,925
10324,4174,668,616
10325,3023,701,533
10326,2554,619,347
10327,4707,1282,1391
10328,2817,717,756
10329,3012,592,1269
10330,4274,988,838
10331,3988,667,1244
10332,2910,898,909
10333,1988,533,527
10334,3026,765,790
10335,2179,412,881
10336,3357,925,1265
10337,3548,950,671
10338,3319,627,311
10339,2836,552,222
10340,3370,814,231
10341,5298,968,391
10342,5637,1148,670
10343,5172,766,295
10344,1947,412,117
10345,4180,720,94
10346,2875,546,157
10347,3469,533,10
10348,4868,1100,268
10349,4237,917,115
10350,4068,536,151
10351,2121,368,106
10352,4708,870,168
10353,5010,918,191
10354,5956,1042,211
10355,3098,646,186
10356,5274,1129,209
10357,2881,809,270
10358,3151,937,445
10359,2861,839,142
10360,2863,461,368
10361,2097,420,152
10362,3845,1002,1666
10363,3753,1067,561
10364,3135,516,473
10365,3186,576,336
10366,1644,334,98
10367,3040,774,197
10368,2848,752,135
10369,2078,705,192
10370,3261,528,1427
10371,1611,400,164
10372,5775,1139,1739
10373,1795,594,445
10374,3391,745,660
10375,3854,888,223
10376,3050,762,103
10377,3600,693,282
10378,6449,1137,243
10379,2571,398,71
10380,2736,618,112
10381,2323,556,362
10382,3895,770,195
10383,1943,677,240
10384,4637,1437,474
10385,2056,544,77
10386,3408,665,83
10387,2728,637,44
10388,3359,889,66
10389,4412,1011,201
10390,3661,619,110
10391,5352,1075,104
10392,2469,454,177
10393,3152,649,146
10394,4075,1057,241
10395,2840,379,133
10396,5676,1021,320
10397,4976,899,443
10398,4011,1262,665
10399,4753,977,352
10400,4518,726,604
10401,3778,540,269
10402,4506,1264,224
10403,3548,740,186
10404,1854,255,12
10405,4218,1263,36
10406,2817,514,102
10407,2468,589,38
10408,1935,479,82
10409,3883,803,257
10410,3905,1115,213
10411,4423,1981,392
10412,3211,792,305
10413,4198,918,401
10414,2781,352,195
10415,4696,1002,208
10416,2632,808,318
10417,3364,598,419
10418,2947,565,345
10419,3798,905,158
10420,4957,723,178
10421,4170,773,77
10422,3296,627,129
10423,3793,683,297
10424,3990,885,250
10425,3894,798,221
10426,2281,603,217
10427,1867,289,111
10428,4495,816,124
10429,5723,847,37
10430,3868,700,178
10431,3572,630,225
10432,2680,520,104
10433,3756,817,87
10434,3056,574,159
10435,3378,631,158
10436,3282,638,138
10437,5107,1613,978
10438,3910,742,211
10439,754,99,35
10440,933,88,64
10441,1126,82,69
10442,0,0,0
10443,0,0,0
10444,0,0,0
10445,0,0,0
10446,0,0,0
10447,0,0,0
10448,1929,476,302
10449,6182,1640,441
10450,0,0,0
10451,7697,2237,1229
10452,7464,325,809
10453,6353,1531,1449
10454,1272,26,94
10455,1289,302,90
10456,4443,1331,400
10457,2473,794,226
10458,3692,262,213
10459,2423,596,146
10460,1910,538,218
10461,4523,1249,220
10462,6415,341,559
10463,4831,1272,1572
10464,6076,855,1259
10465,3316,928,628
10466,5956,384,166
10467,4980,1096,773
10468,1585,93,266
10469,3865,1215,578
10470,3406,1193,691
10471,3211,429,412
10472,3119,493,732
10473,866,237,135
10474,5314,1054,1016
10475,2818,1178,522
10476,3235,340,640
10477,2067,442,425
10478,2118,462,121
10479,6468,599,549
10480,4745,423,94
10481,4884,851,938
10482,2415,488,363
10483,2333,339,326
10484,2088,289,146
10485,6402,1022,925
10486,4356,612,187
10487,7610,1054,879
10488,5250,1531,800
10489,4356,562,127
10490,3362,371,575
10491,13164,2274,1297
10492,875,88,47
10493,1962,221,214
10494,5675,1128,647
10495,3758,625,161
10496,4079,834,325
10497,3183,436,173
10498,3770,378,215
10499,4228,782,50
10500,2058,154,224
10501,2303,314,117
10502,2363,522,43
10503,2646,142,218
10504,4167,1404,153
10505,3740,1092,178
10506,3848,1007,142
10507,3528,531,314
10508,4909,867,331
10509,6354,865,365
10510,4942,862,338
10511,9066,1478,932
10512,4183,462,361
10513,6085,690,179
10514,2354,195,123
10515,6505,1169,303
10516,4722,857,374
10517,6317,641,542
10518,4819,620,335
10519,3002,487,265
10520,3581,755,203
10521,1713,193,159
10522,4697,598,220
10523,6505,880,255
10524,3873,647,87
10525,4031,688,202
10526,7165,905,729
10527,2683,588,156
10528,3065,503,446
10529,1556,159,170
10530,2124,258,347
10531,0,0,0
10532,3307,920,126
10533,6164,857,281
10534,5819,792,136
10535,4613,777,224
10536,5842,900,452
10537,5139,798,622
10538,1498,155,47
10539,8583,1384,616
10540,7,26,0
10541,2787,362,185
10542,135,12,0
10543,3067,1519,562
10544,6028,937,246
10545,3249,372,276
10546,1477,237,112
10547,1043,71,85
10548,93,50,82
10549,1691,153,155
10550,806,160,55
10551,4835,2291,61
10552,3991,304,133
10553,6714,1656,335
10554,152,45,23
10555,6812,824,175
10556,3784,200,390
10557,657,170,16
10558,207,47,12
10559,1133,132,33
10560,127,2,17
10561,916,378,43
10562,1814,488,83
10563,1982,219,487
10564,2852,465,166
10565,3005,268,262
10566,7356,1676,432
10567,555,417,99
10568,2486,714,82
10569,5934,1324,1030
10570,2179,1046,61
10571,8462,1137,408
10572,2028,292,145
10573,8528,2283,227
10574,4886,596,1153
10575,4472,1283,111
10576,3985,586,714
10577,2854,818,21
10578,1925,603,126
10579,8186,948,735
10580,3780,978,468
10581,9284,1195,716
10582,4390,1107,534
10583,11768,2583,1290
10584,5551,1040,386
10585,9696,1765,1017
10586,6405,808,584
10587,6520,1001,112
10588,3129,944,215
10589,4,0,0
10590,3534,1182,240
10591,6247,1079,211
10592,4434,975,13
10593,3580,427,397
10594,6527,1023,178
10595,2559,184,61
10596,2472,434,27
10597,5941,979,205
10598,4566,1125,206
10599,1572,560,50
10600,4140,1219,102
10601,5834,1143,503
10602,5350,1321,490
10603,6995,1485,545
10604,12186,1879,904
10605,8018,1914,312
10606,4495,546,625
10607,1683,223,301
10608,8460,1352,311
10609,4540,845,200
10610,3750,361,413
10611,6642,1472,507
10612,3008,612,75
10613,2732,424,120
10614,5462,665,436
10615,6392,1481,1110
10616,5364,1413,475
10617,4726,860,1136
10618,5730,1037,255
10619,5319,623,1751
10620,4702,1048,559
10621,3358,494,438
10622,6061,1312,438
10623,5392,1289,917
10624,7261,1291,889
10625,4081,443,1136
10626,7217,1336,415
10627,2974,576,684
10628,1849,237,476
10629,7787,1799,901
10630,6453,2269,704
10631,2734,474,723
10632,7134,1396,803
10633,5279,965,1473
10634,6923,1903,441
10635,4269,1353,931
10636,5996,1373,1005
10637,5833,1330,1111
10638,4238,852,206
10639,5057,1033,986
10640,7326,778,769
10641,3330,649,1588
10642,8129,2196,1439
10643,2304,514,192
10644,7544,1219,601
10645,2939,545,561
10646,6928,1227,1123
10647,4825,1014,855
10648,6464,935,512
10649,2693,688,520
10650,684,111,78
10651,1668,216,318
10652,1770,261,434
10653,7734,1308,462
10654,2491,316,190
10655,1611,235,75
10656,3346,289,568
10657,2837,372,159
10658,4129,955,107
10659,2472,246,307
10660,2846,359,76
10661,4129,449,865
10662,3093,350,544
10663,5563,1068,513
10664,7668,1116,925
10665,2576,716,682
10666,4060,396,1230
10667,1956,569,346
10668,2708,405,450
10669,6308,910,1192
10670,0,0,0
10671,6123,691,567
10672,4908,595,543
10673,4380,555,642
10674,1692,385,315
10675,2453,356,206
10676,5709,714,1531
10677,2158,667,601
10678,5728,679,937
10679,7182,1602,1857
10680,2703,546,773
10681,3920,630,982
10682,3908,777,1029
10683,6057,801,1482
10684,6394,956,1774
10685,4591,600,1204
10686,6112,758,1796
10687,4732,683,1319
10688,3557,472,1193
10689,4255,979,1149
10690,1393,149,166
10691,4751,1515,695
10692,5167,1012,1401
10693,7018,1181,840
10694,1201,143,74
10695,1814,397,315
10696,897,216,276
10697,4896,1353,1290
10698,2793,410,479
10699,2717,483,857
10700,4985,1192,454
10701,10251,2458,3190
10702,4927,1453,1376
10703,889,160,151
10704,1785,464,392
10705,7558,1384,2408
10706,4336,594,500
10707,3676,382,412
10708,3378,384,646
10709,8768,2164,2754
10710,6158,1246,1984
10711,5251,1055,1220
10712,1654,360,314
10713,6322,1620,1242
10714,7392,861,1210
10715,5580,849,591
10716,2808,478,197
10717,3928,1439,1076
10718,8604,1112,1573
10719,2344,345,146
10720,5406,1405,1068
10721,4708,1454,1619
10722,2935,695,626
10723,7958,1858,2373
10724,5373,1570,2115
10725,5443,1053,1908
10726,0,0,0
10727,2950,997,373
10728,3564,311,522
10729,2789,478,307
10730,6588,1635,1204
10731,0,0,0
10732,8104,304,220
10733,5764,389,222
10734,0,0,0
10735,2616,569,217
10736,1492,838,98
10737,1229,848,80
10738,935,378,194
10739,900,996,77
10740,708,451,93
10741,1632,948,304
10742,1268,1511,130
10743,1712,730,356
10744,598,605,141
10745,1057,700,481
10746,790,1105,401
10747,1075,816,246
10748,2148,1042,256
10749,1863,1162,327
10750,1626,722,190
10751,2280,1238,156
10752,1872,641,156
10753,1132,535,127
10754,1653,815,179
10755,1473,957,206
10756,3362,1649,612
10757,4898,1302,271
10758,7558,2153,477
10759,5726,1787,333
10760,2796,636,197
10761,2444,700,204
10762,1600,518,172
10763,2045,632,151
10764,1554,344,267
10765,1671,342,375
10766,1940,476,227
10767,5315,1324,432
10768,4898,1451,162
10769,3116,843,114
10770,3817,1114,451
10771,2194,947,611
10772,1666,769,233
10773,2649,792,462
10774,1087,401,269
10775,1939,816,341
10776,2861,1053,443
10777,3334,1235,321
10778,4061,1657,229
10779,1165,448,93
10780,2876,841,183
10781,1954,573,191
10782,4383,1258,770
10783,1885,900,179
10784,819,329,54
10785,3470,1070,214
10786,4450,1137,238
10787,1728,823,50
10788,3029,1582,175
10789,3449,1413,266
10790,2276,756,305
10791,2049,809,103
10792,2645,870,232
10793,3444,1065,255
10794,583,247,231
10795,0,0,0
10796,0,0,0
10797,753,146,175
10798,729,178,114
10799,1611,375,297
10800,2896,698,462
10801,2225,309,286
10802,1416,300,249
10803,1064,367,101
10804,727,110,56
10805,1984,227,281
10806,996,322,95
10807,1246,259,274
10808,2110,368,336
10809,2341,598,48
10810,3003,646,276
10811,2147,762,166
10812,2041,563,465
10813,1362,377,114
10814,1866,358,306
10815,3850,1206,211
10816,1537,552,91
10817,2146,937,91
10818,2143,465,199
10819,1601,471,176
