Hispanic_ACS_10_14,NH_White_alone_ACS_10_14,NH_Blk_alone_ACS_10_14,NH_AIAN_alone_ACS_10_14,NH_Asian_alone_ACS_10_14,NH_NHOPI_alone_ACS_10_14,NH_SOR_alone_ACS_10_14
2984,189,447,0,538,0,16
3714,169,275,0,696,56,0
3246,164,371,0,930,0,9
3130,345,931,0,1015,0,0
1597,864,508,21,95,20,0
2309,982,1086,56,420,0,26
1852,1255,623,24,164,110,0
1269,2360,711,0,217,14,0
809,2156,512,0,337,69,0
884,2547,202,17,275,1,0
1940,1405,393,27,228,0,0
979,2178,234,0,314,0,0
4539,453,629,19,685,1,8
2460,775,670,14,290,136,0
1017,1076,564,0,284,0,0
2289,3177,543,3,565,0,0
1644,4220,375,0,345,0,37
1023,3411,122,0,371,0,0
884,4201,78,0,145,0,0
392,2125,0,0,160,20,27
249,2974,11,0,276,0,8
212,899,47,0,21,23,0
366,2415,184,0,240,0,56
1066,5874,146,17,612,0,13
179,869,60,0,69,0,0
2616,879,10,0,3,0,0
150,302,0,10,15,18,0
3503,120,2940,0,0,48,23
3198,43,1058,2,0,0,0
2658,137,3768,0,10,0,10
655,54,1955,0,0,0,0
1534,32,1830,0,3,0,0
1497,102,1454,16,0,0,0
434,91,3150,19,0,51,77
477,20,2028,0,145,0,0
1132,38,1166,0,9,0,0
124,15,2181,11,12,3,7
1690,0,702,0,0,76,0
714,139,3210,27,69,40,53
108,39,1649,0,24,0,0
260,39,2980,0,20,0,16
453,52,2600,9,0,21,10
242,42,2229,8,28,0,11
3196,307,3341,0,20,42,0
2373,181,851,0,26,0,5
4196,196,1059,19,38,23,0
349,213,1292,10,1,0,26
2203,75,3068,0,149,0,0
3671,252,2007,0,192,0,50
3513,136,140,0,69,0,29
1751,96,1047,0,37,67,0
4880,174,1444,0,68,0,0
308,246,1061,0,54,0,0
1389,380,4971,0,118,0,59
1399,176,2733,0,137,106,7
2860,395,1609,0,58,0,28
4229,190,265,0,54,0,0
3427,113,390,0,97,0,0
3649,119,162,9,46,0,0
3815,104,58,0,0,0,0
5131,132,220,112,52,0,0
3460,20,146,0,3,0,0
4239,48,39,0,0,0,0
4496,94,960,0,0,36,0
2343,138,367,16,98,0,0
4186,67,719,7,25,17,19
3209,33,728,0,0,0,0
4467,673,1316,0,108,0,0
3535,198,1679,0,192,85,111
2951,303,817,0,89,0,0
2743,535,1322,0,460,0,37
4099,1916,957,15,611,42,0
3369,1970,336,7,618,0,0
862,2293,35,0,411,23,39
3586,1184,719,19,419,0,49
3306,281,882,0,601,129,15
3430,492,1530,0,540,0,0
1837,161,1432,0,399,101,0
2281,186,1254,0,254,0,0
1666,94,1929,0,205,200,78
1578,205,1786,0,140,0,8
3421,332,2001,0,455,0,25
2693,101,677,0,442,87,0
1821,394,5602,47,207,0,249
1073,79,2367,4,43,0,0
2509,134,1068,0,91,40,0
1811,11,2147,1,24,0,9
2829,256,544,0,199,0,38
3259,259,1936,0,1387,245,0
412,119,291,0,655,0,0
2118,301,1980,0,781,0,0
418,175,394,17,983,51,0
1379,401,1251,0,1264,1,59
1522,242,477,0,1621,0,1
969,271,448,14,1238,0,0
667,401,126,0,2130,10,13
1889,466,159,8,1593,6,0
1532,624,636,0,1172,82,17
1338,558,348,5,833,13,12
1356,1224,295,0,1287,0,51
1893,1655,178,0,1510,158,0
1457,664,175,0,496,0,0
3998,273,1787,0,392,2,71
3019,428,668,0,411,0,7
2940,398,284,8,400,0,0
4885,1229,359,0,666,0,31
3688,666,362,0,103,92,0
2646,735,400,0,698,0,26
4573,1177,397,12,716,0,2
1290,678,77,4,57,0,0
639,2920,92,0,131,0,4
701,2417,65,7,229,0,0
1191,3419,40,0,515,0,13
473,2687,18,20,177,201,0
180,1096,47,0,67,16,0
634,4001,23,0,224,0,0
208,3887,35,0,311,0,0
554,4869,0,37,308,0,50
301,3693,17,24,740,0,0
1025,3814,382,0,608,0,40
953,2071,162,0,593,0,6
682,2576,228,8,607,0,25
1660,2838,228,44,663,0,8
1225,3077,16,0,888,15,12
1145,4423,164,0,695,34,16
915,4329,194,27,1009,0,84
866,5575,99,33,1127,0,0
177,2192,3,0,302,0,22
14,2275,0,0,113,0,0
525,3616,24,67,250,0,53
29,859,34,5,93,0,5
209,4107,0,18,149,0,21
209,2461,75,11,218,0,0
719,4814,124,0,409,0,0
1289,3909,141,0,666,0,0
737,1780,24,0,279,10,0
1112,4530,212,0,988,0,38
519,2720,198,0,343,0,13
243,2374,38,61,265,0,26
576,3311,56,0,512,0,0
878,1656,61,0,2987,36,58
835,601,197,0,1109,0,9
636,1054,380,14,1469,10,52
797,1185,128,0,3383,0,61
348,927,59,8,682,0,0
1451,2568,53,33,1676,23,0
1752,2132,286,0,2211,21,66
662,2105,16,0,1376,21,5
453,1659,21,31,785,0,0
504,2253,132,23,1180,0,29
1023,2619,252,17,3523,3,19
316,1878,24,0,1527,0,0
1064,1756,592,0,1635,110,69
275,1185,127,8,1224,0,28
185,1269,5,13,789,14,11
475,2839,37,14,1233,0,40
490,1471,215,0,4610,0,0
2022,2736,126,9,1033,45,0
2178,2221,134,66,2106,107,0
1903,2142,296,0,1398,0,0
976,1502,153,0,1773,0,0
636,2331,37,3,2004,11,17
633,1756,111,6,1108,0,43
335,3230,0,12,982,0,0
393,1436,162,0,996,9,0
1006,2691,11,31,2539,0,18
687,4349,176,0,710,0,0
299,3602,17,0,388,0,0
182,1636,47,0,412,20,0
652,3039,59,0,2654,0,0
1387,1368,30,0,428,51,0
1601,1659,49,35,594,0,0
2141,2229,80,16,765,33,0
2025,2551,308,0,1376,0,0
165,2549,56,50,765,0,22
264,1821,38,0,531,0,24
247,3880,96,0,681,0,0
195,2196,63,18,1051,9,15
242,3303,73,0,955,0,0
155,1469,20,6,865,13,12
118,1354,266,0,1098,0,14
87,978,12,0,824,0,0
368,2623,186,0,2391,0,0
205,2639,21,34,1206,0,0
338,2381,139,28,2076,0,30
203,2250,125,14,1244,0,15
65,1169,10,4,356,0,5
308,4741,440,0,1611,67,128
1388,3578,165,0,1433,0,33
628,3930,43,0,367,0,0
858,4114,135,0,378,40,0
458,2768,150,122,64,0,0
629,5148,108,0,375,0,88
627,4361,187,0,185,0,12
608,4180,179,0,197,0,23
656,2685,185,0,242,0,0
632,3026,131,0,293,0,25
351,4199,20,6,208,0,0
219,3100,57,0,152,0,0
385,4452,85,27,506,0,0
156,2853,17,8,513,0,0
185,3256,81,0,423,10,0
473,5071,244,0,819,0,0
458,4234,78,0,531,31,32
146,358,338,0,16,2,8
194,3281,18,0,271,0,64
443,2542,106,0,207,0,0
317,3800,57,0,408,14,0
477,5155,117,0,257,0,0
352,5422,196,0,504,0,0
366,3773,36,0,553,46,0
583,2566,203,2,487,0,14
313,3593,140,30,519,0,0
649,3041,95,0,367,9,11
666,2023,77,0,392,0,7
995,1750,127,0,300,0,0
2065,1968,565,0,1139,0,14
1265,1845,529,0,428,0,24
644,2603,190,6,366,0,0
842,4130,474,0,288,0,0
675,4695,196,0,538,10,0
943,3239,83,0,428,0,0
602,2656,11,0,346,0,0
939,4239,311,0,975,0,26
1173,1995,250,0,447,0,0
1105,2919,297,0,577,14,0
599,2423,576,0,671,0,42
936,3105,534,0,1049,0,238
848,1941,60,0,675,0,0
1877,2444,237,0,696,0,0
944,784,112,8,360,12,15
1112,1387,176,47,215,0,0
903,6527,361,0,851,48,117
453,2363,899,0,1393,18,53
374,943,5689,71,205,85,0
494,360,4055,0,164,0,96
549,463,4527,17,15,0,16
208,4560,45,24,232,9,8
697,6081,40,0,196,13,45
290,4653,256,0,667,0,0
465,4071,0,0,592,0,3
,,,,,,
556,5098,295,0,460,0,25
178,3026,7,0,83,14,0
502,3867,33,1,389,32,0
1577,3498,28,12,281,0,10
127,2471,57,10,211,0,0
796,5238,50,0,513,0,0
172,813,0,0,18,0,0
91,614,5,0,76,0,0
539,5430,31,0,574,0,14
392,1982,96,0,51,9,0
536,5949,116,0,286,0,0
574,2347,151,36,543,3,12
83,2044,18,0,124,0,0
130,2568,21,17,244,0,0
308,344,19,0,0,0,0
3319,1849,440,0,269,0,31
3154,1767,810,0,23,0,0
328,750,6,0,0,0,0
1696,1592,623,87,319,2,11
2649,1480,1814,0,111,0,0
2634,1440,1342,0,309,0,0
1789,1212,858,0,151,0,0
1931,1024,1826,0,110,51,25
3085,2078,1700,43,310,0,0
1805,1164,514,0,166,0,0
3465,1062,803,12,57,21,26
3407,3107,1351,0,77,25,0
1927,867,1103,25,34,15,0
1328,1034,1180,0,16,0,0
1689,1029,642,0,41,20,0
2906,1360,1194,0,187,1,8
1568,1533,880,0,154,113,0
1402,1712,423,15,329,0,0
939,886,661,33,165,59,0
954,2482,903,33,62,22,0
3775,2424,2047,0,608,0,49
1861,517,1067,0,16,0,0
1455,1991,591,8,201,4,0
1230,1192,1312,7,87,1,0
678,2376,264,74,84,0,0
2387,855,1730,117,105,15,12
3662,5186,2548,0,812,84,0
676,1364,58,0,18,0,0
953,1113,375,0,209,0,25
1624,2985,909,0,220,12,11
2070,2523,1288,49,224,0,21
1225,2594,791,24,240,0,0
1662,2737,406,23,120,0,0
2045,2789,491,23,208,0,0
2640,5742,883,21,641,0,0
175,892,78,0,19,0,2
183,1261,0,14,34,0,0
429,2916,163,30,116,0,0
4563,1034,479,0,49,0,0
4151,2013,628,0,59,45,13
1075,165,160,0,82,0,0
2154,1002,420,0,218,0,21
1616,2972,568,42,448,0,0
377,705,0,0,142,11,0
1291,892,501,0,461,0,24
2233,2300,370,54,726,1,17
3411,1832,717,0,407,0,10
934,2188,322,0,580,0,0
1896,3207,1221,68,453,0,0
846,2915,207,18,136,0,90
870,4034,281,15,457,0,0
3372,2168,588,10,418,39,161
2628,365,606,0,62,0,0
1822,98,105,0,49,0,0
2570,732,360,32,10,0,85
2914,391,1744,0,258,9,0
2283,691,681,21,7,25,25
4005,642,425,0,0,0,0
1755,816,227,5,110,0,0
5044,1249,372,30,57,0,0
2300,580,850,0,191,0,0
4858,1051,760,0,260,100,67
3193,705,547,11,83,0,0
2227,352,684,0,44,0,0
7839,1756,2695,0,255,0,0
4730,395,709,0,125,0,29
2469,855,637,12,161,0,0
770,767,156,0,0,18,0
5505,1270,1376,56,224,13,24
1427,662,368,12,54,0,0
4600,745,739,21,123,0,0
3155,400,296,20,155,0,5
3773,721,989,180,366,0,0
3202,1458,780,10,160,0,34
470,2499,17,0,36,0,0
909,3076,172,11,79,5,55
1668,3033,327,0,626,27,14
619,2276,57,66,360,0,0
433,1658,25,0,96,0,0
925,1575,100,0,153,0,0
9,97,0,0,18,0,0
88,352,0,0,0,0,0
621,2088,2,0,70,0,0
1260,2286,132,11,19,11,78
72,143,24,0,12,0,6
66,846,0,0,55,0,10
1207,2669,114,18,358,8,0
1470,3942,158,0,472,0,0
869,3338,68,41,467,0,0
1574,2512,18,8,267,0,0
615,1529,46,0,96,0,0
1925,4773,62,0,391,24,0
1698,1140,10,0,46,0,0
34,295,0,0,9,0,0
1706,3276,190,0,550,0,0
1264,1681,91,0,295,0,0
1866,2466,349,0,643,0,57
668,3551,173,21,640,0,16
739,1804,69,0,416,0,0
270,222,10,36,41,5,0
1095,1819,167,0,222,0,0
4060,3210,1,23,670,14,0
1562,1445,114,17,75,0,0
4713,1657,411,0,446,0,0
2374,1203,233,0,322,8,0
583,1125,7,0,149,0,0
872,1359,234,0,506,8,0
1000,1202,349,0,279,0,0
2202,3014,529,0,1026,0,0
1583,2301,186,0,1563,18,0
546,1867,2,0,520,0,9
1012,3022,97,22,600,0,0
2005,2716,404,2,286,9,0
572,2208,28,0,113,0,0
1895,1016,123,0,41,0,22
783,1748,581,0,1464,0,96
464,2014,68,0,1128,61,0
900,2331,118,0,680,0,4
596,3293,8,0,808,0,0
714,1904,106,0,344,0,42
535,2923,133,0,152,0,0
1248,3348,354,0,1279,0,0
1171,2256,56,0,458,0,7
682,2863,134,0,623,0,0
1861,3287,45,0,597,40,0
573,961,0,11,248,18,0
3597,755,1334,3,66,6,9
139,572,43,12,464,0,8
1980,2710,192,11,430,0,6
2014,3307,38,0,488,0,0
708,1667,5,0,197,0,5
658,1821,104,0,139,0,0
1364,3415,222,0,1489,0,0
204,1436,11,0,270,0,0
1219,3470,55,38,746,52,33
1472,3229,28,0,571,36,17
761,2984,56,0,432,0,0
686,1243,77,9,343,7,0
1294,4103,42,0,386,57,8
4595,1272,55,0,122,0,22
5610,845,510,0,442,0,19
944,3947,194,0,1007,0,6
982,3868,238,0,1672,0,0
50,104,0,0,4,0,0
319,313,15,4,4,0,0
242,534,46,0,29,11,0
,,,,,,
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
12,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
71,51,0,0,0,0,0
0,1,0,0,3,0,0
60,36,2,0,75,0,0
0,0,0,0,0,0,0
0,104,0,0,0,0,0
159,88,123,0,36,39,0
0,0,0,0,1,0,0
38,163,7,0,20,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
10,0,0,0,0,0,0
14,99,11,21,19,16,0
0,0,0,0,0,0,0
44,26,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
327,369,251,19,36,0,10
1,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
306,3055,41,363,4,0,18
471,4587,26,55,15,0,0
281,3535,0,49,0,0,0
608,3901,12,79,19,2,27
547,5745,25,357,74,0,0
280,1449,0,83,1,0,0
3619,2758,1822,142,243,34,3
2431,3060,194,66,119,4,0
3625,4255,306,101,81,151,0
851,286,0,0,0,1,0
9152,1355,206,145,355,0,0
5673,2856,259,20,710,0,0
4717,1630,118,0,125,0,0
7148,3004,565,0,124,0,0
4344,2517,74,84,225,2,64
1836,3515,146,0,64,0,0
4851,251,22,0,0,2,0
4528,403,159,0,80,0,0
5636,359,106,0,0,0,0
6455,4039,595,1,342,10,189
5713,974,24,67,6,0,0
7939,497,182,43,287,6,5
2998,2143,45,6,134,0,0
33,2349,0,0,352,0,0
595,1976,0,0,133,0,0
189,1922,0,0,110,6,0
1627,4159,75,0,285,0,0
1722,2484,228,0,257,8,19
422,6512,79,53,282,0,0
969,4623,60,20,391,0,29
1387,5815,189,53,510,0,0
1566,3186,266,0,268,0,129
1198,4094,37,0,114,0,0
139,1345,0,11,106,0,0
1421,3849,214,0,448,0,0
557,2896,223,0,324,0,0
1562,3973,130,0,549,0,0
405,5050,37,0,490,26,0
722,5208,26,0,379,200,0
967,4692,164,0,749,16,17
943,2134,42,0,264,0,106
230,3522,218,0,81,0,0
406,4517,237,0,392,0,11
331,4563,9,36,307,0,0
1626,3711,263,0,234,9,58
2026,2727,36,0,279,0,22
6560,234,249,0,222,0,152
2819,773,56,5,521,17,239
410,3458,110,0,78,0,0
410,4465,105,0,37,0,0
211,2758,9,0,143,0,0
454,5999,56,2,559,0,0
87,2684,5,78,51,0,18
182,4198,28,15,195,0,11
127,1999,0,0,42,26,0
161,4399,9,24,105,20,0
350,2545,98,0,213,9,0
143,2845,154,0,94,0,0
380,5171,72,24,314,97,77
632,4109,17,0,451,0,60
439,4541,126,0,522,0,0
924,650,1335,46,164,7,0
135,1695,4,0,72,0,0
426,4115,23,0,412,0,0
454,5218,21,25,182,15,49
142,3405,107,7,677,41,25
188,5238,58,0,87,0,0
489,3506,32,0,276,0,0
407,3744,0,0,187,0,0
282,5350,114,0,623,0,0
284,3539,62,0,312,0,20
762,640,784,9,195,15,86
246,3298,24,4,67,21,0
196,3364,104,0,197,0,0
19,923,31,0,76,4,0
105,1676,76,0,30,0,0
222,1525,49,0,11,0,44
725,2232,8,0,45,0,79
0,0,0,0,0,0,0
549,2817,68,248,15,0,0
110,2284,24,68,0,0,0
408,2647,0,0,19,0,0
243,3238,1,99,92,38,0
218,2190,8,0,23,36,0
201,1614,54,36,83,0,0
443,1228,14,746,3,0,32
366,2598,11,330,43,5,0
545,3510,61,0,113,0,0
1192,1821,37,38,34,18,0
1564,2599,6,38,93,33,33
567,5638,0,85,38,11,0
1125,4687,4,189,99,1,0
1310,4680,51,250,25,0,69
573,1588,6,7,3,0,0
1340,2928,51,35,212,0,0
103,1405,3,4,74,0,0
455,4180,0,54,133,20,88
714,2277,31,234,34,0,9
1250,1566,40,7,7,0,14
2499,3503,68,218,144,0,0
395,3235,33,99,263,0,0
1661,4343,84,136,18,16,0
2758,2758,22,228,87,80,75
991,3071,109,188,113,0,12
481,1256,0,207,24,0,0
0,0,0,0,0,0,0
2066,1376,13,0,60,3,0
1259,530,0,0,81,0,0
6815,1243,275,28,218,126,161
3360,301,64,0,1030,0,229
1219,791,0,0,37,0,4
7088,371,6,0,1943,0,0
893,900,0,0,0,0,0
1500,6353,17,0,78,0,0
1455,1207,463,31,64,13,24
5491,970,50,0,368,0,0
4140,2128,237,9,466,0,18
3320,1385,98,25,242,0,0
1455,1625,107,8,234,0,16
3353,2114,300,0,63,0,0
1881,1059,19,9,71,70,0
1742,2601,26,38,480,15,6
2590,1721,315,111,536,0,15
1777,1746,116,0,439,61,0
1745,1980,153,21,83,4,0
4658,2974,369,0,789,149,0
3950,5359,780,0,2931,0,0
2229,873,344,6,344,0,0
1713,1783,318,0,229,0,0
1154,521,247,31,279,4,0
1742,3232,60,0,575,0,0
1887,2589,242,57,156,0,0
1692,963,165,0,0,0,17
1530,1298,139,42,245,0,0
1612,1812,102,87,356,0,0
2025,1854,281,25,686,0,9
1894,734,67,4,391,0,0
2308,221,169,50,210,0,0
3176,444,324,16,762,0,0
3131,85,247,0,286,0,0
5486,671,476,110,1393,20,0
3395,1768,187,0,596,0,65
1335,2133,176,0,796,14,0
4877,570,74,0,0,18,0
1880,624,14,0,7,0,0
4770,3163,39,20,35,0,0
1996,1310,43,0,88,0,0
4146,1334,96,22,17,20,15
7978,1941,118,46,153,0,0
3247,2605,53,21,386,0,30
10331,2841,600,79,499,0,0
682,721,0,9,0,0,6
6312,1771,283,0,0,0,0
579,1226,31,17,155,2,0
2406,1997,373,0,620,0,0
428,2733,13,43,2,0,0
354,1379,7,6,12,0,0
494,2262,86,81,20,0,0
69,927,2,90,4,0,0
266,2967,0,26,28,0,0
390,1784,26,311,40,5,0
3187,4768,21,11,48,127,0
1601,451,0,0,50,0,0
6828,1115,158,0,1661,10,0
2374,503,185,0,558,39,0
2638,729,53,13,338,0,0
5378,884,106,0,383,0,0
2804,957,223,0,391,83,0
5856,1205,104,0,667,0,0
4385,297,0,0,0,0,0
3974,273,0,10,211,0,0
6242,354,0,20,48,0,0
5932,171,13,0,0,0,0
5984,19,0,0,0,0,0
4928,60,11,0,27,0,0
4995,188,0,0,110,0,0
898,2065,44,0,142,0,0
1976,235,117,3,112,0,0
1024,1206,80,0,38,1,0
2719,2852,16,0,335,0,0
1015,1481,54,0,208,0,0
2258,1001,91,0,171,0,0
2526,872,91,0,676,5,0
3370,749,26,94,397,0,45
4349,342,8,0,161,0,0
1609,1641,0,0,249,0,0
2302,1708,23,50,113,82,21
1789,2453,33,0,139,0,51
634,658,0,27,0,0,0
5636,242,20,0,239,44,0
2511,3188,28,0,383,0,0
3389,1015,102,13,424,0,0
4554,870,42,0,81,0,0
4042,539,62,0,323,18,0
4468,1304,265,17,1283,0,0
4921,377,41,6,622,0,0
3931,177,9,0,341,0,0
5728,1084,59,0,613,0,0
4224,93,48,18,44,0,0
3060,351,93,5,38,0,0
1026,4465,29,18,336,0,0
307,3140,0,0,215,16,12
5178,340,13,0,0,0,0
4340,2263,2563,215,330,35,16
636,5013,40,0,117,0,0
4431,390,47,12,25,0,0
10436,823,76,35,213,0,0
6517,414,7,39,258,0,0
5970,699,63,0,9,0,0
2834,476,64,0,418,7,0
4598,522,0,14,15,0,0
2888,1165,72,153,7,97,0
6650,521,0,12,56,0,0
1092,2679,58,56,17,0,0
172,1094,13,12,25,0,0
414,5204,19,0,86,0,0
50,1594,0,0,123,0,0
307,3201,51,0,161,0,19
50,1717,0,9,129,0,0
312,1355,0,0,184,0,0
669,4804,166,25,424,8,0
429,2494,105,26,299,0,0
333,1724,7,0,59,3,0
189,2188,3,10,114,0,0
185,1508,13,0,97,0,0
239,1522,118,0,32,0,0
535,2363,28,7,244,0,0
827,3780,59,0,262,42,40
123,305,15,0,19,0,0
351,2609,31,0,327,0,0
766,4328,45,0,553,0,0
650,2395,243,0,261,0,9
152,1468,81,0,278,0,0
383,3136,3,0,260,0,11
1888,3218,261,23,597,0,0
253,1249,3,0,143,3,0
1539,1572,507,67,692,84,53
2623,839,220,11,472,13,0
3431,627,282,12,482,24,0
2476,1291,790,2,723,305,0
1357,894,178,0,171,76,121
1291,922,74,1,211,11,0
665,754,135,0,342,72,0
424,994,54,0,95,4,0
516,1439,245,7,167,0,0
1507,3856,642,121,578,19,0
2289,1848,178,44,776,484,9
910,1375,517,6,708,199,0
805,1662,276,6,352,49,8
1057,1690,161,13,919,190,0
2099,2009,54,0,333,0,0
4685,835,0,10,56,0,30
4112,2478,86,6,209,26,0
5046,803,7,3,98,0,0
37,0,0,0,0,0,0
0,0,0,0,0,0,0
1230,1805,21,0,51,0,0
1462,1373,42,3,63,0,0
778,1442,41,0,19,0,0
2871,2101,51,0,106,0,0
1127,1485,58,0,44,0,0
1021,2504,73,0,25,0,0
2787,2587,58,0,0,0,0
921,687,41,0,22,25,0
3402,3244,35,18,99,34,0
1266,1262,5,0,82,0,0
1781,2712,0,0,133,0,74
1084,3033,7,0,168,0,0
277,2416,1,0,144,0,0
2532,2399,21,22,53,0,0
1535,1535,6,13,57,0,0
928,2170,5,94,127,0,0
627,2179,22,0,113,0,0
895,3840,149,27,210,0,0
643,1426,3,0,30,0,0
4101,1595,60,40,0,0,0
118,562,173,11,67,0,0
884,971,321,15,2277,0,18
1802,1403,631,0,2238,28,27
689,828,26,0,673,0,0
770,1238,247,16,694,33,0
1384,1318,350,0,1140,0,0
171,1649,11,6,140,0,6
145,1653,0,0,10,0,5
1495,2727,0,0,284,33,0
221,2554,113,26,28,0,0
207,2965,0,0,6,0,0
381,2403,7,0,78,0,0
113,634,0,0,23,0,0
889,1393,0,25,32,0,0
1039,1163,0,0,194,64,0
460,2681,19,0,51,0,0
1369,3457,197,0,504,35,0
469,1143,0,24,10,0,0
345,899,11,4,23,0,0
1718,3095,48,0,183,94,92
294,6121,0,0,138,57,0
419,7050,0,32,49,0,0
91,2782,0,0,28,0,0
216,2254,1,24,0,29,0
135,2421,0,15,29,13,4
111,2042,5,30,8,0,0
665,4937,42,187,67,24,50
633,6395,47,281,24,0,0
977,4968,11,44,74,0,0
582,3909,13,30,58,0,0
516,5535,3,64,95,0,16
321,6484,12,95,119,0,0
125,3493,80,21,35,0,0
266,4511,10,0,72,26,0
540,5453,25,50,265,0,0
113,3345,86,49,52,2,0
188,2788,0,0,57,0,0
129,2386,0,14,0,0,0
156,4539,0,0,32,0,0
2274,3359,9,12,244,0,0
2070,1989,16,0,177,0,0
1527,1142,21,44,312,0,0
2884,1231,116,0,308,8,0
4651,818,19,0,151,0,0
3348,503,6,0,83,0,6
2872,2648,60,29,861,14,0
3508,1327,31,7,704,0,0
2803,741,0,0,107,0,0
3534,1641,139,0,162,0,14
3259,1871,30,23,168,30,11
1089,1823,12,52,76,0,0
3112,701,62,0,154,0,0
1265,3688,0,0,1223,0,0
2030,2977,30,21,518,0,0
1988,1826,37,0,686,0,0
1508,3779,194,14,1315,17,0
1015,2156,7,0,685,0,66
1218,2132,28,0,1181,0,29
1425,4131,93,0,1976,0,19
524,2649,113,0,1119,0,0
551,1490,60,0,5133,13,0
2311,1446,110,0,509,0,10
462,2244,26,0,847,0,0
1112,1248,264,0,4876,0,0
587,1291,52,0,1433,0,62
3181,540,305,26,1239,9,9
5364,1304,551,34,803,117,0
1604,1000,54,0,439,0,0
1440,1071,51,16,424,0,0
1938,930,48,7,473,2,0
1685,2916,59,0,1036,0,0
2679,1062,176,15,407,0,0
2463,1123,68,0,756,29,11
1515,2002,43,8,302,0,0
1154,2694,194,0,543,0,29
338,1500,30,0,92,5,0
361,1698,28,17,144,0,0
3149,2209,52,21,854,0,0
1906,1224,65,0,677,7,0
261,1040,45,0,311,4,0
1644,2797,108,0,1299,0,0
5927,883,272,49,451,0,0
4065,931,33,0,340,0,12
1177,3285,96,0,1386,25,4
1036,1711,198,0,956,38,0
970,2747,0,0,362,4,24
604,2214,8,0,565,0,19
3171,2697,158,21,1531,61,9
2091,1484,135,4,897,2,38
510,236,4,0,125,0,0
1536,3842,133,0,758,1,0
1620,1819,0,0,1904,0,7
765,1772,61,0,273,5,6
884,2197,3,0,489,8,0
5963,455,95,8,175,0,0
3725,888,35,0,411,0,0
883,1301,108,0,340,0,0
1782,4462,0,54,795,46,12
1303,2051,120,0,339,25,15
592,2098,9,0,45,8,0
1292,2321,36,6,370,0,0
888,4127,135,0,549,0,175
56,15,0,3,0,33,0
1598,3842,95,0,1290,0,0
1616,3449,196,0,2608,0,0
953,3287,0,0,571,0,0
1101,2232,0,24,380,0,0
797,2398,15,0,1131,0,0
2128,2565,190,0,1436,17,0
763,4709,289,0,2453,0,7
565,2230,0,0,584,0,15
305,1956,78,0,210,0,4
477,2203,0,43,404,0,0
628,1511,14,0,219,0,0
540,1700,29,0,716,0,0
579,2571,31,0,1068,0,24
499,3336,160,0,1201,0,0
1098,3371,16,13,1134,0,0
1592,1837,103,0,586,0,0
1092,3593,51,1,801,0,0
504,2760,35,8,1238,10,0
6407,1959,166,0,910,4,0
1364,2037,55,6,513,0,12
724,2324,28,0,723,5,8
249,2372,50,0,643,0,0
399,2183,0,0,295,0,0
1330,2456,0,33,920,0,0
534,1470,32,0,504,0,0
826,3966,34,33,1507,110,0
654,2792,48,0,979,11,0
784,2806,13,0,1019,0,24
739,4036,254,21,1518,0,17
910,2051,9,0,1102,0,0
1289,4415,154,11,295,0,0
687,3837,0,0,302,0,10
100,1416,1,0,38,0,0
562,2908,49,0,155,0,28
589,3856,124,62,256,0,0
3435,1853,260,13,400,2,0
1181,4490,34,0,720,79,0
800,4399,0,0,369,14,18
3402,2970,99,25,376,0,0
1765,9724,223,0,315,369,0
3020,2807,119,33,713,0,0
752,2118,13,0,337,0,6
1149,2490,57,0,593,0,50
657,2634,123,18,284,0,0
647,2449,0,0,315,0,0
328,2337,10,0,220,56,0
696,2420,110,10,465,0,0
500,4512,48,45,572,0,0
238,1718,35,22,211,0,0
666,2391,0,9,390,8,0
221,4569,73,0,278,0,0
426,4649,0,0,970,0,0
1226,4784,268,0,755,0,0
211,2219,37,0,128,0,17
62,818,42,0,51,0,0
910,4657,50,0,272,0,0
318,2964,96,0,323,18,0
470,4572,28,0,529,9,28
363,2276,0,0,206,7,0
455,4907,62,0,435,16,0
973,1874,131,5,454,0,16
744,3731,63,0,656,27,0
1197,6362,63,2,1708,0,0
844,3495,17,18,368,0,34
1501,2207,127,0,455,54,0
1063,5833,176,0,844,14,0
939,3869,44,0,248,0,76
1437,2069,14,0,382,0,8
1347,4943,125,0,846,0,0
1232,5613,26,0,680,30,0
1146,4127,160,0,943,0,0
1524,7300,80,0,1291,5,0
206,3311,15,0,4,50,7
1212,5709,44,0,109,42,0
52,1292,0,6,0,0,0
2676,1762,16,0,42,0,14
1721,3161,0,0,110,0,0
804,3460,53,0,541,0,7
561,5257,77,0,104,0,9
929,4747,36,0,629,0,0
551,3644,64,0,121,0,0
938,3356,0,31,85,0,0
806,4165,87,18,42,28,0
802,5843,0,41,286,14,14
1285,4917,68,26,368,0,0
340,2729,35,10,7,17,11
181,3286,0,0,83,6,0
1341,4446,189,0,740,118,0
2836,5161,0,43,392,0,35
976,4344,0,0,404,0,0
