HouseHoldId,Tot_Housing_Units_ACS_10_14,Single_Unit_ACS_10_14,MLT_U2_9_STRC_ACS_10_14,MLT_U10p_ACS_10_14,Mobile_Homes_ACS_10_14
10946,1953,1674,141,128,10
10947,1500,1405,68,0,27
10948,821,781,32,8,0
10949,2284,2229,55,0,0
10950,1239,1129,80,22,8
10951,3186,2176,683,327,0
10952,1802,1678,12,0,112
10953,2220,1850,153,202,15
10954,2062,1656,227,179,0
10955,1602,787,461,354,0
10956,3280,2034,776,385,85
10957,1551,1473,46,32,0
10958,2409,1885,189,90,245
10959,1638,1497,63,78,0
10960,584,324,178,82,0
10961,1456,1207,210,39,0
10962,1705,1525,82,98,0
10963,1626,1240,173,213,0
10964,2274,2087,48,139,0
10965,931,735,143,53,0
10966,1285,1102,50,97,36
10967,1280,552,633,82,13
10968,2036,1147,655,234,0
10969,1867,1839,28,0,0
10970,1187,1137,15,35,0
10971,1243,844,278,121,0
10972,2528,2001,270,257,0
10973,2507,1703,296,508,0
10974,1542,880,282,380,0
10975,2306,1733,224,326,23
10976,984,873,16,95,0
10977,1196,1028,119,49,0
10978,1653,1175,334,116,28
10979,1791,1518,183,90,0
10980,1448,653,596,199,0
10981,1090,908,105,19,58
10982,1904,1163,601,140,0
10983,1831,1189,369,273,0
10984,2523,2061,166,252,44
10985,1200,1109,37,0,54
10986,667,544,25,0,98
10987,1879,1793,86,0,0
10988,2753,1722,680,330,21
10989,1378,996,220,155,7
10990,1664,1436,127,101,0
10991,1073,805,149,119,0
10992,2457,2141,237,79,0
10993,1292,1219,29,44,0
10994,1417,1221,165,0,31
10995,2652,2347,219,40,46
10996,2088,1620,217,54,197
10997,1396,1361,35,0,0
10998,1105,1095,10,0,0
10999,878,675,131,72,0
11000,944,866,71,7,0
11001,2810,2083,538,174,15
11002,1907,1184,529,194,0
11003,755,730,0,0,25
11004,1804,1403,231,166,4
11005,2127,1750,282,79,16
11006,1559,1457,78,19,5
11007,1307,1219,8,5,75
11008,1271,1093,50,5,123
11009,1253,1013,161,66,13
11010,870,796,58,6,10
11011,43,43,0,0,0
11012,1418,1226,107,85,0
11013,4424,3337,413,321,353
11014,2623,1715,408,124,376
11015,2319,1827,297,119,76
11016,1950,1166,197,200,387
11017,2123,1092,215,53,763
11018,3147,2409,322,59,357
11019,2714,1896,334,73,411
11020,2911,2390,121,299,101
11021,1888,882,767,80,159
11022,1486,820,401,265,0
11023,1165,839,205,121,0
11024,1600,782,625,151,42
11025,1171,466,568,79,58
11026,1345,951,41,7,346
11027,2277,1980,110,66,121
11028,1115,903,82,3,127
11029,1546,1164,213,136,33
11030,1766,1310,353,103,0
11031,803,469,266,68,0
11032,1249,409,564,248,28
11033,1314,919,325,70,0
11034,3291,2967,139,0,185
11035,2297,1921,152,95,129
11036,1142,924,98,9,111
11037,1189,539,371,279,0
11038,983,523,295,150,15
11039,2265,736,1480,49,0
11040,2496,539,1585,372,0
11041,1168,259,724,185,0
11042,1534,381,1117,36,0
11043,1430,657,332,432,0
11044,1752,729,915,108,0
11045,904,431,358,115,0
11046,1276,1067,192,0,17
11047,2035,940,666,429,0
11048,2800,1434,504,835,27
11049,1510,976,367,161,6
11050,1621,620,522,479,0
11051,826,654,163,4,5
11052,1565,1398,109,19,39
11053,1991,1332,547,6,106
11054,2010,1667,264,79,0
11055,1309,1206,87,9,7
11056,1568,1256,238,47,27
11057,3252,2776,282,194,0
11058,2599,2064,139,0,396
11059,2767,1936,678,115,38
11060,1479,947,338,194,0
11061,1884,1326,322,236,0
11062,1457,1058,251,123,25
11063,2024,1904,49,0,71
11064,1742,1422,95,29,196
11065,959,869,65,25,0
11066,1560,829,284,447,0
11067,1697,1190,165,325,17
11068,3248,1716,661,871,0
11069,1448,1261,128,0,59
11070,2007,1884,100,11,12
11071,1829,1326,109,0,394
11072,1853,1362,142,0,349
11073,1651,1532,40,0,79
11074,1540,1379,109,16,36
11075,1623,1327,146,48,102
11076,853,769,50,5,29
11077,1892,1633,167,92,0
11078,1696,902,446,339,9
11079,1390,1132,162,96,0
11080,1690,1669,21,0,0
11081,1359,1029,276,54,0
11082,1597,582,576,409,30
11083,1877,1155,531,68,123
11084,2034,1560,227,157,90
11085,1213,902,298,13,0
11086,1786,1201,532,44,9
11087,2061,1824,62,175,0
11088,1919,1448,405,66,0
11089,935,538,186,6,205
11090,2900,2616,202,0,82
11091,1333,973,248,82,30
11092,2210,1892,285,0,33
11093,831,575,223,33,0
11094,1280,515,637,115,13
11095,1339,911,194,55,179
11096,1496,1245,184,67,0
11097,1504,944,542,18,0
11098,2015,1062,521,308,124
11099,1390,1242,125,23,0
11100,2276,2144,113,9,10
11101,2183,1329,530,314,10
11102,2078,1952,126,0,0
11103,1679,1413,248,18,0
11104,1630,1588,25,8,9
11105,2176,1936,34,206,0
11106,2960,1957,615,388,0
11107,1302,1255,47,0,0
11108,3019,2758,247,3,11
11109,1740,1345,234,161,0
11110,845,50,574,221,0
11111,1227,118,734,375,0
11112,824,150,409,265,0
11113,1223,59,724,440,0
11114,2444,882,999,552,11
11115,3384,2589,185,163,447
11116,1467,1076,184,13,194
11117,932,771,78,10,73
11118,1508,900,477,70,61
11119,1161,614,366,96,85
11120,2230,1907,127,0,196
11121,2915,1410,849,286,370
11122,2021,1447,161,29,384
11123,1762,1278,292,24,168
11124,1978,1767,106,31,74
11125,2505,2295,118,31,61
11126,0,0,0,0,0
11127,2394,1903,43,5,439
11128,2565,1935,218,0,412
11129,1148,556,364,189,39
11130,1640,1354,41,0,245
11131,2390,1616,199,101,465
11132,2658,1819,107,0,732
11133,2428,1866,116,0,446
11134,1755,1111,20,12,612
11135,1719,1006,318,129,266
11136,2006,1519,31,0,456
11137,1500,1036,61,0,403
11138,1031,490,417,105,19
11139,2371,1839,31,0,484
11140,2361,1726,163,64,408
11141,1704,927,645,132,0
11142,1045,492,332,212,9
11143,1147,904,243,0,0
11144,1179,639,328,212,0
11145,2679,1671,63,67,878
11146,2121,1264,39,28,790
11147,1892,1468,132,0,292
11148,702,587,46,53,14
11149,1386,932,45,0,409
11150,3077,1962,462,8,645
11151,1606,705,560,318,23
11152,1409,914,459,21,15
11153,1855,1482,363,10,0
11154,2093,1045,715,254,79
11155,1800,1375,407,10,8
11156,0,0,0,0,0
11157,2741,2286,146,4,305
11158,1184,897,106,0,181
11159,2402,1795,488,51,68
11160,2384,1798,207,32,347
11161,2761,2023,114,15,609
11162,1850,1391,68,41,350
11163,1249,1041,21,0,187
11164,2384,1746,246,0,392
11165,2192,1576,175,79,362
11166,1162,571,521,70,0
11167,1481,769,653,59,0
11168,1590,514,680,396,0
11169,387,294,88,5,0
11170,39,7,32,0,0
11171,2797,1956,289,18,534
11172,1952,1559,97,1,295
11173,2156,1360,143,22,631
11174,1649,1571,46,32,0
11175,2885,2224,293,295,73
11176,1893,1751,142,0,0
11177,1276,1173,81,22,0
11178,2187,1999,94,94,0
11179,1545,1413,71,12,49
11180,1278,767,442,69,0
11181,1381,1332,36,9,4
11182,3237,3080,141,16,0
11183,1714,1592,96,26,0
11184,1784,1687,71,0,26
11185,2566,2038,423,43,62
11186,1383,1179,204,0,0
11187,2044,1696,218,130,0
11188,2469,1868,379,222,0
11189,2011,1730,222,59,0
11190,1912,1606,257,29,0
11191,3101,2011,820,218,52
11192,1998,1456,446,96,0
11193,3606,13,78,3515,0
11194,1022,295,672,55,0
11195,1422,408,1006,8,0
11196,1186,374,776,36,0
11197,3086,185,1300,1601,0
11198,1027,496,520,11,0
11199,1022,309,682,0,31
11200,1426,582,539,305,0
11201,1167,361,770,36,0
11202,887,536,334,17,0
11203,938,372,347,201,18
11204,795,21,171,603,0
11205,532,193,327,0,12
11206,733,157,360,216,0
11207,710,277,326,107,0
11208,3225,27,107,3091,0
11209,688,260,302,121,5
11210,958,138,714,106,0
11211,451,191,222,38,0
11212,504,32,298,174,0
11213,490,188,294,8,0
11214,1084,52,369,663,0
11215,667,324,315,28,0
11216,1094,214,840,40,0
11217,0,0,0,0,0
11218,821,199,562,60,0
11219,523,48,390,85,0
11220,755,167,515,73,0
11221,414,97,213,104,0
11222,1276,297,956,23,0
11223,1079,33,115,931,0
11224,1015,253,747,10,5
11225,1575,72,323,1180,0
11226,1865,83,459,1323,0
11227,4,4,0,0,0
11228,745,100,255,390,0
11229,806,87,687,25,7
11230,2551,112,1117,1322,0
11231,1797,768,1013,16,0
11232,404,37,206,161,0
11233,1901,98,684,1119,0
11234,2199,947,1213,39,0
11235,1899,164,1025,710,0
11236,2953,109,1593,1251,0
11237,2941,85,983,1873,0
11238,2711,163,2512,36,0
11239,2753,178,1338,1237,0
11240,1859,27,702,1130,0
11241,1951,98,1337,516,0
11242,2181,93,1177,911,0
11243,1893,104,905,884,0
11244,2242,150,376,1716,0
11245,2243,54,428,1761,0
11246,676,106,317,253,0
11247,1341,129,816,396,0
11248,504,56,280,168,0
11249,1293,110,586,597,0
11250,386,48,265,73,0
11251,993,439,554,0,0
11252,1630,25,159,1427,19
11253,1255,649,486,120,0
11254,1372,66,562,720,24
11255,962,361,578,23,0
11256,1079,45,963,71,0
11257,961,561,394,6,0
11258,1672,264,1090,318,0
11259,823,226,518,79,0
11260,0,0,0,0,0
11261,983,589,384,10,0
11262,1071,178,726,167,0
11263,774,448,326,0,0
11264,2017,179,1041,797,0
11265,1022,460,473,89,0
11266,1748,64,1368,316,0
11267,891,265,560,66,0
11268,0,0,0,0,0
11269,869,293,543,33,0
11270,862,269,543,50,0
11271,1310,325,691,294,0
11272,758,164,594,0,0
11273,1960,193,633,1134,0
11274,386,44,337,5,0
11275,1210,123,648,439,0
11276,646,179,406,55,6
11277,1767,277,1153,337,0
11278,751,205,532,14,0
11279,805,88,579,138,0
11280,640,179,461,0,0
11281,945,147,747,51,0
11282,971,219,637,115,0
11283,1263,302,881,80,0
11284,908,212,526,170,0
11285,770,98,609,63,0
11286,819,221,527,67,4
11287,805,288,496,21,0
11288,749,295,253,201,0
11289,593,186,305,102,0
11290,667,237,255,175,0
11291,2898,98,227,2573,0
11292,692,242,439,11,0
11293,969,135,109,725,0
11294,842,86,543,213,0
11295,1480,109,495,876,0
11296,1546,312,472,762,0
11297,749,30,351,368,0
11298,1315,333,881,91,10
11299,627,216,411,0,0
11300,1797,80,746,971,0
11301,583,121,411,25,26
11302,1017,169,703,145,0
11303,1512,166,920,426,0
11304,594,201,393,0,0
11305,1069,37,930,102,0
11306,631,316,315,0,0
11307,1236,231,789,216,0
11308,812,294,424,94,0
11309,1026,66,702,252,6
11310,648,226,309,97,16
11311,1019,67,753,199,0
11312,909,322,545,42,0
11313,714,0,70,644,0
11314,1052,519,509,0,24
11315,1312,558,668,73,13
11316,2033,64,1375,583,11
11317,878,42,739,97,0
11318,1770,103,348,1319,0
11319,926,494,432,0,0
11320,1032,546,394,92,0
11321,960,556,356,48,0
11322,2505,353,667,1485,0
11323,760,464,296,0,0
11324,0,0,0,0,0
11325,635,478,157,0,0
11326,756,506,250,0,0
11327,639,328,311,0,0
11328,627,375,237,0,15
11329,455,35,129,291,0
11330,363,180,117,33,19
11331,1803,11,456,1336,0
11332,2019,25,272,1722,0
11333,734,557,177,0,0
11334,2764,232,514,2018,0
11335,694,365,157,172,0
11336,682,560,116,6,0
11337,1674,110,468,1096,0
11338,1614,35,665,914,0
11339,557,388,159,0,10
11340,1153,301,613,230,9
11341,418,262,156,0,0
11342,1482,128,508,836,10
11343,696,524,159,13,0
11344,715,621,94,0,0
11345,844,559,285,0,0
11346,825,376,449,0,0
11347,892,213,667,12,0
11348,339,19,285,35,0
11349,455,377,78,0,0
11350,653,123,414,105,11
11351,390,99,243,48,0
11352,560,241,303,16,0
11353,741,205,536,0,0
11354,737,97,446,194,0
11355,2290,233,587,1470,0
11356,2047,93,374,1580,0
11357,13,4,9,0,0
11358,2879,143,345,2372,0
11359,2667,495,623,1537,12
11360,0,0,0,0,0
11361,556,318,238,0,0
11362,1888,342,382,1157,7
11363,2768,184,1442,1142,0
11364,802,169,188,445,0
11365,1528,120,275,1118,0
11366,2009,97,360,1552,0
11367,2001,885,968,135,13
11368,2221,191,662,1348,20
11369,0,0,0,0,0
11370,489,84,245,160,0
11371,2254,206,676,1372,0
11372,2485,255,805,1425,0
11373,2061,138,606,1317,0
11374,1208,18,494,696,0
11375,3327,512,1838,977,0
11376,548,121,258,169,0
11377,572,78,318,176,0
11378,610,369,241,0,0
11379,1173,137,504,532,0
11380,777,161,462,154,0
11381,2470,191,700,1579,0
11382,430,267,163,0,0
11383,2208,156,1097,955,0
11384,799,438,206,155,0
11385,1494,79,617,798,0
11386,848,314,101,433,0
11387,2251,208,879,1164,0
11388,1724,84,414,1226,0
11389,1534,74,181,1273,0
11390,546,341,200,5,0
11391,2819,143,377,2277,22
11392,601,418,175,8,0
11393,2507,52,516,1939,0
11394,600,320,280,0,0
11395,2314,177,601,1522,14
11396,440,147,293,0,0
11397,3018,171,682,2165,0
11398,862,82,212,568,0
11399,2453,224,272,1957,0
11400,551,332,214,5,0
11401,2499,93,148,2258,0
11402,537,333,204,0,0
11403,3199,0,242,2957,0
11404,1150,586,543,21,0
11405,2325,82,207,2036,0
11406,2892,114,193,2585,0
11407,1470,919,517,26,8
11408,2201,150,242,1809,0
11409,2554,161,770,1608,15
11410,377,134,195,48,0
11411,2429,794,1440,174,21
11412,1715,190,132,1393,0
11413,750,297,453,0,0
11414,0,0,0,0,0
11415,1338,700,542,96,0
11416,2855,599,1850,406,0
11417,2000,661,1235,78,26
11418,1301,378,813,110,0
11419,2736,666,1465,552,53
11420,1074,480,594,0,0
11421,1313,337,908,68,0
11422,776,398,378,0,0
11423,1277,808,469,0,0
11424,2152,1137,998,0,17
11425,0,0,0,0,0
11426,1107,478,586,43,0
11427,6248,342,355,5498,0
11428,1030,437,593,0,0
11429,1270,440,365,465,0
11430,1135,366,724,45,0
11431,1626,280,476,870,0
11432,805,646,143,11,5
11433,837,311,335,169,22
11434,1403,582,603,218,0
11435,1397,821,561,15,0
11436,809,371,403,35,0
11437,721,164,535,11,11
11438,1038,163,846,29,0
11439,1015,697,298,20,0
11440,882,467,403,12,0
11441,823,577,118,112,16
11442,549,287,224,18,20
11443,761,243,419,99,0
11444,1020,73,647,300,0
11445,1983,1224,751,8,0
11446,1006,75,819,112,0
11447,1526,181,1218,127,0
11448,1898,106,1225,558,9
11449,0,0,0,0,0
11450,12,0,0,12,0
11451,766,544,222,0,0
11452,1014,700,301,7,6
11453,552,349,203,0,0
11454,1135,140,760,235,0
11455,464,326,130,8,0
11456,1866,129,1316,412,9
11457,470,343,96,31,0
11458,1846,219,1484,143,0
11459,1358,869,445,44,0
11460,820,45,616,159,0
11461,1981,193,1455,333,0
11462,1326,149,872,305,0
11463,1028,217,811,0,0
11464,1110,287,695,128,0
11465,1409,575,710,124,0
11466,1179,161,895,123,0
11467,792,701,72,0,6
11468,0,0,0,0,0
11469,1292,136,1119,29,8
11470,431,299,132,0,0
11471,547,353,194,0,0
11472,903,108,607,188,0
11473,2124,196,763,1151,14
11474,1257,188,1035,34,0
11475,1325,567,758,0,0
11476,1594,123,679,792,0
11477,1489,210,950,329,0
11478,1055,184,641,230,0
11479,1248,0,93,1155,0
11480,1470,99,323,1037,11
11481,824,159,524,141,0
11482,574,301,273,0,0
11483,167,46,67,54,0
11484,1521,229,503,767,0
11485,4721,75,91,4555,0
11486,368,207,161,0,0
11487,1161,383,568,210,0
11488,720,238,124,358,0
11489,1272,270,942,51,9
11490,2092,137,401,1554,0
11491,887,147,740,0,0
11492,2225,311,654,1212,13
11493,1221,110,853,258,0
11494,570,222,132,216,0
11495,1053,106,835,112,0
11496,1458,69,279,1110,0
11497,2292,141,763,1388,0
11498,1214,407,458,349,0
11499,2805,216,629,1960,0
11500,949,397,552,0,0
11501,1465,193,613,659,0
11502,1365,508,105,752,0
11503,1648,126,629,869,0
11504,1700,227,1027,446,0
11505,474,390,56,28,0
11506,2309,675,454,1180,0
11507,1968,598,886,484,0
11508,715,388,323,4,0
11509,2415,108,678,1629,0
11510,433,285,72,76,0
11511,1291,191,799,301,0
11512,1622,905,572,145,0
11513,1640,303,662,675,0
11514,457,221,220,16,0
11515,1866,553,164,1149,0
11516,787,279,499,9,0
11517,942,153,779,10,0
11518,530,142,370,15,0
11519,923,670,202,51,0
11520,1061,370,682,9,0
11521,1701,556,1135,10,0
11522,1586,191,271,1124,0
11523,441,268,173,0,0
11524,399,282,117,0,0
11525,589,416,112,61,0
11526,683,110,556,17,0
11527,477,427,50,0,0
11528,1412,607,729,76,0
11529,623,357,200,66,0
11530,471,395,68,8,0
11531,825,363,444,18,0
11532,820,640,180,0,0
11533,873,279,594,0,0
11534,1219,527,238,448,0
11535,616,486,130,0,0
11536,797,219,504,74,0
11537,644,553,91,0,0
11538,485,397,88,0,0
11539,713,228,480,5,0
11540,574,471,103,0,0
11541,611,437,174,0,0
11542,765,203,519,31,12
11543,585,378,189,18,0
11544,503,254,244,5,0
11545,724,520,198,0,6
11546,1348,230,1109,9,0
11547,617,570,39,0,8
11548,651,413,238,0,0
11549,431,67,359,5,0
11550,535,395,140,0,0
11551,495,342,153,0,0
11552,1530,286,1210,34,0
11553,1365,774,537,49,5
11554,1499,1222,269,8,0
11555,1333,10,1305,0,0
11556,1510,24,1483,3,0
11557,629,530,94,5,0
11558,1767,24,1579,156,8
11559,1822,21,1709,92,0
11560,1074,474,360,240,0
11561,863,36,607,220,0
11562,780,413,289,74,4
11563,692,61,609,22,0
11564,680,625,37,5,13
11565,1380,31,1140,155,0
11566,564,498,66,0,0
11567,459,45,393,14,7
11568,515,306,209,0,0
11569,55,8,29,18,0
11570,468,329,139,0,0
11571,605,183,252,170,0
11572,520,145,355,20,0
11573,483,335,114,34,0
11574,1593,587,1006,0,0
11575,1511,818,538,155,0
11576,1416,107,1187,122,0
11577,664,104,538,22,0
11578,1133,780,326,27,0
11579,1107,95,787,225,0
11580,1453,1042,411,0,0
11581,1414,103,1263,40,8
11582,1605,126,1396,83,0
11583,1319,93,884,342,0
11584,1714,68,1595,42,9
11585,409,357,48,0,4
11586,2138,41,2023,74,0
11587,387,347,40,0,0
11588,1586,206,1144,236,0
11589,560,527,33,0,0
11590,1719,155,1442,122,0
11591,484,382,102,0,0
11592,598,473,113,12,0
11593,598,302,254,42,0
11594,383,356,21,6,0
11595,782,152,590,40,0
11596,743,208,535,0,0
11597,473,440,33,0,0
11598,10,0,10,0,0
11599,504,358,146,0,0
11600,443,328,115,0,0
11601,523,510,13,0,0
11602,2105,146,1733,226,0
11603,7,7,0,0,0
11604,395,348,43,4,0
11605,703,657,37,9,0
11606,398,370,28,0,0
11607,743,304,371,68,0
11608,1148,257,777,114,0
11609,512,482,30,0,0
11610,1095,273,814,8,0
11611,678,620,44,14,0
11612,797,121,650,26,0
11613,0,0,0,0,0
11614,995,222,754,15,4
11615,923,818,91,0,14
11616,1043,249,775,11,8
11617,1149,150,878,121,0
11618,549,493,56,0,0
11619,701,588,113,0,0
11620,570,212,358,0,0
11621,618,245,373,0,0
11622,1025,270,733,22,0
11623,1250,752,476,22,0
11624,1095,927,168,0,0
11625,1074,239,560,275,0
11626,992,59,159,774,0
11627,90,13,23,54,0
11628,801,438,358,5,0
11629,988,787,201,0,0
11630,892,672,210,10,0
11631,950,549,401,0,0
11632,0,0,0,0,0
11633,1519,762,757,0,0
11634,766,100,482,184,0
11635,1114,388,612,114,0
11636,765,402,241,122,0
11637,1046,434,595,0,17
11638,678,284,394,0,0
11639,1024,756,262,6,0
11640,3117,1441,1676,0,0
11641,1546,388,1106,52,0
11642,1126,531,587,8,0
11643,704,348,353,3,0
11644,863,809,48,6,0
11645,734,483,228,23,0
11646,1748,325,212,1211,0
11647,1626,973,611,25,17
11648,412,193,219,0,0
11649,1669,38,61,1570,0
11650,2049,569,213,1252,15
11651,1081,546,528,7,0
11652,1273,96,161,1006,10
11653,1082,499,564,19,0
11654,912,310,288,310,0
11655,1833,70,157,1602,4
11656,1664,719,596,349,0
11657,830,440,196,194,0
11658,939,592,147,200,0
11659,1158,590,134,434,0
11660,2884,605,188,2091,0
11661,2806,18,20,2768,0
11662,3177,96,55,3026,0
11663,2513,60,51,2402,0
11664,2884,289,389,2206,0
11665,0,0,0,0,0
11666,2615,86,38,2491,0
11667,1915,45,71,1799,0
11668,1012,333,192,487,0
11669,2352,220,65,2067,0
11670,866,575,14,277,0
11671,477,363,107,7,0
11672,584,434,145,0,5
11673,1204,173,62,969,0
11674,2749,130,18,2601,0
11675,1649,148,8,1493,0
11676,1988,379,272,1337,0
11677,1612,199,83,1330,0
11678,1404,305,550,549,0
11679,554,467,67,20,0
11680,2766,18,132,2616,0
11681,2362,342,26,1994,0
11682,2303,124,192,1987,0
11683,709,93,12,604,0
11684,1204,93,25,1086,0
11685,1048,272,201,575,0
11686,1722,1081,509,123,9
11687,1211,51,933,227,0
11688,2294,757,571,966,0
11689,1217,222,637,358,0
11690,1470,201,715,554,0
11691,1032,168,470,394,0
11692,1428,77,138,1213,0
11693,573,386,187,0,0
11694,836,296,530,10,0
11695,760,408,314,38,0
11696,0,0,0,0,0
11697,2941,14,63,2864,0
11698,1678,128,620,890,0
11699,1098,402,668,28,0
11700,1393,461,878,54,0
11701,1189,629,515,0,45
11702,2819,874,1346,599,0
11703,1119,803,306,10,0
11704,1133,563,561,9,0
11705,1680,1085,558,37,0
11706,1796,1127,658,11,0
11707,1969,1014,955,0,0
11708,2134,231,238,1626,39
11709,951,375,570,6,0
11710,256,123,129,4,0
11711,2565,112,570,1861,8
11712,2032,0,236,1796,0
11713,2583,14,199,2370,0
11714,1895,63,222,1610,0
11715,2241,103,573,1565,0
11716,922,136,173,613,0
11717,2775,118,348,2309,0
11718,819,385,410,24,0
11719,2216,52,68,2096,0
11720,819,43,216,560,0
11721,1144,16,196,932,0
11722,3085,1676,1381,28,0
11723,4444,256,1118,3070,0
11724,2898,2737,161,0,0
11725,464,220,244,0,0
11726,2384,2253,80,0,51
11727,0,0,0,0,0
11728,3,3,0,0,0
11729,1783,514,1135,134,0
11730,802,698,63,28,13
11731,1213,306,899,8,0
11732,1378,1210,142,0,26
11733,2236,683,1489,64,0
11734,1697,846,642,209,0
11735,1990,598,668,707,17
11736,2581,326,505,1750,0
11737,1840,671,1097,62,10
11738,1443,315,634,494,0
11739,1876,452,464,960,0
11740,2771,176,170,2419,0
11741,1480,964,482,34,0
11742,851,200,623,28,0
11743,1844,545,1071,228,0
11744,1430,792,573,30,0
11745,1122,10,210,902,0
11746,2532,291,204,2037,0
11747,1185,174,288,723,0
11748,766,606,118,42,0
11749,864,598,189,44,33
11750,992,604,314,74,0
11751,3100,1241,267,1592,0
11752,1389,276,599,514,0
11753,1265,451,638,176,0
11754,2042,297,636,1100,0
11755,3781,392,681,2708,0
11756,1119,110,1009,0,0
11757,2489,329,977,1183,0
11758,2952,280,510,2162,0
11759,0,0,0,0,0
11760,686,494,192,0,0
11761,2594,745,1551,298,0
11762,3465,634,599,2232,0
11763,1745,638,164,943,0
11764,2555,1140,1354,44,17
11765,1356,373,953,30,0
11766,2112,406,829,877,0
11767,1925,460,550,893,22
11768,1558,862,689,7,0
11769,2213,1138,920,155,0
11770,2719,985,1018,716,0
11771,1332,1160,172,0,0
11772,1002,941,55,0,6
11773,0,0,0,0,0
11774,1043,588,401,54,0
11775,1136,1048,88,0,0
11776,697,459,214,24,0
11777,1241,951,194,96,0
11778,909,710,184,15,0
11779,857,229,511,117,0
11780,945,415,398,132,0
11781,672,367,243,48,14
11782,1437,439,785,213,0
11783,890,759,125,6,0
11784,638,470,168,0,0
11785,379,351,24,4,0
11786,767,384,152,231,0
11787,1272,449,344,479,0
11788,1515,410,405,700,0
11789,1603,109,195,1299,0
11790,2872,123,912,1837,0
11791,653,132,361,155,5
11792,1073,325,426,322,0
11793,2093,691,737,665,0
11794,723,213,510,0,0
11795,709,138,430,133,8
11796,802,229,359,214,0
11797,741,255,459,27,0
11798,1120,197,781,142,0
11799,769,375,273,116,5
11800,462,269,181,0,12
11801,535,318,217,0,0
11802,514,224,246,31,13
11803,507,271,230,6,0
11804,1044,205,426,413,0
11805,959,579,356,24,0
11806,0,0,0,0,0
11807,1368,930,429,9,0
11808,1259,832,402,25,0
11809,4438,524,1412,2502,0
11810,2876,114,1023,1739,0
11811,1281,883,398,0,0
11812,1212,1076,136,0,0
11813,1038,484,358,171,25
11814,594,358,92,144,0
11815,749,559,173,0,17
11816,1165,1054,72,28,11
11817,37,0,5,32,0
11818,1206,952,35,219,0
11819,2039,363,61,1615,0
11820,1939,576,1153,210,0
11821,1624,634,881,109,0
11822,1395,969,399,27,0
11823,460,446,8,6,0
11824,1092,749,261,48,34
11825,3948,822,1729,1351,0
11826,2495,898,1375,222,0
11827,2334,671,1443,198,22
11828,1465,674,783,8,0
11829,0,0,0,0,0
11830,587,477,86,4,20
11831,850,748,102,0,0
11832,312,272,25,10,5
11833,905,606,299,0,0
11834,1543,1147,370,26,0
11835,1285,796,489,0,0
11836,767,587,170,10,0
11837,1217,589,262,358,0
11838,1042,566,472,4,0
11839,530,382,148,0,0
11840,865,529,326,10,0
11841,1025,568,457,0,0
11842,960,326,509,99,26
11843,1396,267,485,635,9
11844,1328,443,491,394,0
11845,1783,1038,336,409,0
11846,1078,846,207,17,8
11847,1097,824,183,90,0
11848,1271,761,113,390,7
11849,2597,875,1475,247,0
11850,2269,763,1326,164,16
11851,1813,8,0,1780,25
11852,3587,511,2568,508,0
11853,295,63,203,29,0
11854,2600,1778,716,106,0
11855,606,384,217,5,0
11856,1787,1391,301,95,0
11857,1098,1043,47,8,0
11858,1404,947,350,73,34
11859,1534,1212,306,16,0
11860,2175,1142,875,158,0
11861,0,0,0,0,0
11862,1881,710,983,28,160
11863,2271,714,1270,287,0
11864,1353,301,1002,50,0
11865,1066,160,886,20,0
11866,980,229,703,48,0
11867,801,168,633,0,0
11868,2992,302,1441,1249,0
11869,1122,112,932,65,13
11870,1544,402,1060,82,0
11871,1885,458,1199,220,8
11872,2464,1266,754,444,0
11873,1398,611,684,79,24
11874,1466,625,662,179,0
11875,1992,814,596,582,0
11876,1251,356,637,252,6
11877,3286,1382,1423,481,0
11878,1455,1191,182,0,82
11879,1613,911,572,103,27
11880,2478,1883,95,32,468
11881,1576,1316,131,67,62
11882,1317,1194,123,0,0
11883,751,712,19,8,12
11884,2015,1543,175,207,90
11885,2927,2231,261,409,26
11886,1258,1135,36,0,80
11887,758,661,0,0,97
11888,1162,937,36,63,126
11889,1799,1519,112,41,127
11890,2623,2444,137,0,42
11891,1160,1013,80,0,67
11892,1614,1004,379,231,0
11893,499,361,56,0,82
11894,2779,2326,277,165,11
11895,775,690,42,36,7
11896,3241,2391,649,201,0
11897,2998,2281,407,257,53
11898,2611,2286,265,60,0
11899,2204,1579,255,55,298
11900,582,413,162,7,0
11901,1735,1409,233,0,93
11902,581,367,187,27,0
11903,1413,1159,6,0,248
11904,1075,38,107,918,12
11905,1330,374,310,646,0
11906,2473,126,301,2046,0
11907,2113,1220,831,62,0
11908,932,175,503,254,0
11909,1526,363,936,227,0
11910,652,319,249,72,12
11911,296,39,183,74,0
11912,1117,552,284,281,0
11913,1193,757,347,89,0
11914,1644,635,841,168,0
11915,548,133,379,36,0
11916,2096,610,782,697,7
11917,1574,601,522,451,0
11918,920,591,326,0,3
11919,1023,112,455,456,0
11920,4712,1905,733,2074,0
11921,1168,490,378,300,0
11922,1495,1076,181,238,0
11923,1212,646,194,363,0
11924,1212,580,168,454,10
11925,1230,656,437,137,0
11926,2884,1776,1108,0,0
11927,1748,874,522,330,22
11928,1383,551,678,154,0
11929,589,273,290,7,19
11930,1824,649,770,405,0
11931,0,0,0,0,0
11932,1533,890,440,203,0
11933,1421,750,499,172,0
