URBANIZED_AREA_POP_CEN_2010,URBAN_CLUSTER_POP_CEN_2010,RURAL_POP_CEN_2010
0,48,1881
11611,0,0
6312,0,92
4301,0,0
6649,0,0
4489,0,0
4512,0,0
3805,0,0
5957,0,0
8245,0,4
5264,0,0
2876,0,102
8421,0,0
7176,0,0
8684,0,827
3685,0,86
11141,0,20
10378,0,0
13261,0,0
6850,0,0
9599,0,370
4340,0,0
6188,0,0
1470,0,1933
7801,0,570
6956,0,0
0,0,166
6497,0,7
1153,0,1055
3026,0,0
2613,0,0
2613,0,0
1916,0,0
3812,0,0
2051,0,0
2190,0,15
3300,0,0
3179,0,0
3996,0,295
9,0,0
0,0,7634
3558,0,0
3497,0,0
3103,0,0
3667,0,0
3159,0,0
1122,0,0
2806,0,0
1425,0,0
2047,0,0
3323,0,0
3005,0,0
2466,0,0
4329,0,0
5421,0,0
4794,0,0
4686,0,0
2771,0,0
2376,0,0
2377,0,0
4004,0,0
3156,0,0
4387,0,0
1587,0,0
2505,0,0
3383,0,0
3291,0,0
4499,0,0
6563,0,0
3568,0,0
2933,0,0
5052,0,0
3200,0,0
5456,0,0
4073,0,0
4085,0,0
2629,0,0
2916,0,0
2826,0,0
4219,0,0
5083,0,0
3374,0,0
5755,0,0
6086,0,0
4185,0,0
4843,0,0
3596,0,0
5129,0,0
5131,0,0
3086,0,0
3267,0,0
5015,0,0
5290,0,0
5538,0,0
5112,0,0
9553,0,0
4122,0,0
4252,0,0
3529,0,0
4795,0,0
7614,0,0
5067,0,0
3303,0,0
4945,0,0
5899,0,0
4485,0,0
6740,0,0
5675,0,0
6649,0,0
2797,0,0
8107,0,0
6284,0,0
4454,0,0
4481,0,0
3040,0,0
3154,0,0
4220,0,0
2109,0,0
1823,0,0
2641,0,0
2224,0,0
5611,0,0
5477,0,0
4550,0,0
3066,0,0
3106,0,0
1910,0,0
4291,0,0
4822,0,0
3124,0,0
4029,0,0
3060,0,0
4795,0,0
5050,0,0
3545,0,0
2585,0,0
5892,0,0
2277,0,0
4825,0,0
4624,0,0
4461,0,0
2319,0,0
4608,0,0
3114,0,0
6290,0,0
3599,0,0
4592,0,0
5347,0,0
6637,0,0
6166,0,0
8370,0,0
7560,0,0
7455,0,0
4763,0,0
3842,0,0
7533,0,0
5356,0,0
3626,0,0
5788,0,0
3345,0,0
2779,0,0
7342,0,0
4997,0,0
5537,0,0
2770,0,0
5083,0,0
1203,0,0
4034,0,0
16,0,237
7195,0,0
3850,0,0
7689,0,0
6725,0,0
7161,0,0
3311,0,61
4065,0,0
4965,0,0
3375,0,756
4156,0,56
4495,0,0
3695,0,0
4644,0,0
6180,0,0
4537,0,0
7626,0,0
5932,0,0
4317,0,0
3039,0,0
3866,0,0
3012,0,0
9003,0,0
2692,0,0
5313,0,0
3508,0,0
2234,0,0
6840,0,0
3451,0,0
4889,0,0
7805,0,0
3355,0,0
5040,0,0
7656,0,0
6067,0,0
4912,0,0
2054,0,0
6416,0,0
4619,0,0
6126,0,0
4306,0,0
5481,0,0
4808,0,0
4576,0,0
4797,0,0
4225,0,0
3525,0,0
4715,0,0
5718,0,0
3151,0,0
4610,0,0
4407,0,0
4890,0,0
6153,0,0
3752,0,0
2084,0,0
5668,0,0
4873,0,0
3384,0,0
4478,0,0
5265,0,0
4792,0,0
2462,0,0
3358,0,0
3761,0,0
4922,0,0
3710,0,0
2652,0,0
4647,0,0
4000,0,0
2339,0,0
2432,0,0
3568,0,0
3360,0,0
2894,0,0
6799,0,0
3353,0,0
4248,0,0
2541,0,0
7345,0,0
4760,0,0
4495,0,0
5638,0,0
4212,0,0
4598,0,0
4085,0,0
5472,0,0
2871,0,0
5505,0,0
5246,0,0
3275,0,0
6228,0,0
4320,0,0
2186,0,0
2520,0,0
3687,0,0
6825,0,0
4711,0,0
4744,0,0
3819,0,0
2793,0,0
0,5376,1408
3082,0,0
4912,0,0
3231,0,0
3199,0,1198
3953,0,483
4451,0,0
4835,0,0
4835,0,0
2358,0,0
3486,0,0
2295,0,0
3100,0,0
4145,0,0
3878,0,0
3030,0,135
4940,0,0
2818,0,0
4928,0,0
4866,0,0
3964,0,0
3495,0,0
2709,0,0
4143,0,0
3213,0,0
3693,0,0
4842,0,0
1482,0,0
5539,0,0
3630,0,0
1112,0,1181
5241,0,0
6032,0,0
2282,0,0
7000,0,0
6407,0,0
6535,0,0
5922,0,0
4605,0,0
5700,0,0
2620,0,0
4864,0,0
4336,0,0
5573,0,0
13206,0,0
5321,0,0
1656,0,1086
81,0,755
4304,0,500
5245,0,0
2300,0,0
3818,0,0
7049,0,0
1287,0,138
0,9,2029
0,0,5921
0,71,2319
0,9944,0
0,1220,563
0,2148,624
0,6394,661
0,3067,0
0,2059,0
6621,0,0
7159,0,0
7597,0,0
5215,0,0
6072,0,0
3165,0,0
5073,0,0
6658,0,0
7864,0,0
5814,0,0
3545,0,0
4640,0,2
7824,0,0
7222,0,0
9389,0,0
6811,0,0
3309,0,0
4913,0,0
5892,0,49
7672,0,0
6003,0,0
1108,0,3222
3554,0,0
0,0,1984
87,0,3889
6747,0,0
0,631,4376
0,82,5969
0,4217,0
0,5975,0
0,5395,0
0,6099,0
0,8317,0
0,3644,0
0,4159,789
0,2956,126
0,527,2007
4740,0,0
6117,0,0
6676,0,0
2957,0,0
5077,0,0
6752,0,0
1297,0,1283
11112,0,0
7079,0,35
9072,0,1784
6959,0,0
4102,0,439
4195,0,0
4474,0,0
4736,0,0
4635,0,0
4124,0,0
8795,0,0
7169,0,0
5871,0,0
6387,0,0
4678,0,0
4419,0,0
6785,0,0
5270,0,0
5450,0,0
5576,0,0
5682,0,0
5274,0,0
4374,0,0
3255,0,0
5840,0,0
3845,0,0
3449,0,0
3832,0,0
3584,0,0
3906,0,0
3264,0,0
5428,0,0
5077,0,0
3958,0,0
3478,0,0
6658,0,0
5092,0,0
3905,0,0
4075,0,0
4600,0,0
4338,0,0
3248,0,0
4990,0,0
5530,0,0
4092,0,0
3997,0,0
5058,0,0
4730,0,0
5348,0,0
4163,0,0
5100,0,0
4793,0,0
5814,0,0
3236,0,0
4645,0,0
2923,0,0
4052,0,0
4195,0,0
5676,0,0
6133,0,0
4827,0,0
5979,0,0
5056,0,0
6231,0,0
5966,0,0
2985,0,0
5145,0,0
4760,0,0
4413,0,0
4476,0,0
4497,0,0
4321,0,0
4576,0,0
5753,0,0
7289,0,739
5746,0,643
6606,0,454
9013,0,0
4006,0,0
4207,0,0
4846,0,0
4777,0,0
3883,0,0
5826,0,0
5342,0,0
4757,0,0
5201,0,0
11288,0,138
5118,0,0
5056,0,0
5543,0,0
5282,0,0
6077,0,0
6281,0,0
7663,0,0
13758,0,0
6874,0,0
11640,0,0
7739,0,0
5366,0,0
4399,0,0
4646,0,0
5036,0,0
4970,0,0
4626,0,0
7020,0,0
6139,0,0
6656,0,0
4461,0,0
9721,0,0
18904,0,0
10725,0,0
4169,0,0
5085,0,0
8946,0,0
8434,0,0
5840,0,0
8051,0,0
10799,0,0
7639,0,0
5723,0,0
7089,0,0
7826,0,0
5780,0,0
10787,0,0
5513,0,0
4868,0,1786
5508,0,0
3982,0,0
5417,0,0
4446,0,0
6584,0,0
3120,0,0
5040,0,0
5466,0,0
8005,0,0
4841,0,0
6037,0,0
7502,0,0
4524,0,0
4946,0,0
5109,0,0
5489,0,0
5969,0,0
4802,0,0
4887,0,0
4827,0,0
4512,0,0
4141,0,0
4223,0,0
5109,0,0
5369,0,0
4871,0,0
4575,0,0
4256,0,0
3903,0,0
4735,0,0
4732,0,0
4578,0,0
5484,0,0
4763,0,0
6178,0,0
5076,0,0
5698,0,0
5634,0,0
5257,0,0
6854,0,0
5176,0,0
4677,0,0
4413,0,0
4383,0,0
5647,0,0
5570,0,0
2971,0,356
8145,0,0
4724,0,0
5042,0,0
4764,0,0
5178,0,0
7032,0,0
5717,0,0
5177,0,0
5791,0,0
3282,0,0
7590,0,0
7749,0,0
4141,0,0
5516,0,0
6590,0,0
8618,0,0
7101,0,0
2216,0,0
3981,0,0
8346,0,0
3583,0,0
4771,0,0
4495,0,0
5324,0,0
8815,0,0
3343,0,0
4951,0,0
8386,0,0
4564,0,0
4958,0,0
4278,0,0
4486,0,0
7898,0,0
4093,0,0
2715,0,0
3943,0,0
3302,0,0
2202,0,0
6064,0,0
4831,0,0
6798,0,0
9550,0,489
4828,0,0
4060,0,0
5859,0,0
6947,0,0
4406,0,0
2940,0,0
4181,0,0
5760,0,0
5519,0,0
7277,0,0
4605,0,0
4306,0,0
4893,0,19
7764,0,144
4365,0,0
6668,0,29
6513,0,0
7256,0,0
3182,0,0
5147,0,0
6340,0,0
3106,0,0
9953,0,0
6448,0,0
5833,0,0
2729,0,0
7526,0,790
5618,0,0
2999,0,565
6223,0,1522
7789,0,0
4617,0,0
11619,0,679
4352,0,0
4162,0,0
4442,0,0
6382,0,0
0,166,2008
0,695,6577
131,1814,4880
0,4120,1950
15519,0,59
8744,0,0
10136,0,96
6574,0,143
5927,0,2340
22562,0,300
3844,0,1885
0,4025,532
300,0,1995
0,643,614
0,3446,47
0,7094,0
5273,0,647
2002,0,3219
6356,0,0
7120,0,0
9401,0,0
5928,0,50
6643,0,420
3567,0,39
8260,0,0
6620,0,354
4018,0,0
5017,0,0
10960,0,0
7575,0,0
4941,0,0
4817,0,0
4653,0,0
6456,0,0
4762,0,0
6068,0,0
8437,0,0
3368,0,143
6446,0,0
5221,0,0
4811,0,66
7910,0,112
4800,0,0
5434,0,0
5584,0,0
13322,0,1476
7068,0,0
5235,0,0
7471,0,0
6437,0,0
4084,0,0
5949,0,0
4428,0,931
7405,0,0
10495,0,0
0,0,3846
0,8384,58
0,1161,1857
0,1133,1972
0,5189,1563
0,7038,682
0,5585,394
0,5368,314
0,70,3363
0,0,3251
0,3715,1206
0,1130,2973
0,5711,346
0,585,1060
0,0,3786
0,15,1951
0,3696,102
221,3950,1167
0,3375,0
0,2947,0
0,5275,46
0,3564,150
0,2276,114
490,788,395
119,3278,374
0,1533,498
0,1593,0
0,1239,32
0,1239,0
0,995,0
0,786,622
0,4379,15
0,3256,94
0,2339,1353
0,47,1843
0,5394,2050
342,0,1426
0,6239,761
0,1145,2422
0,5283,329
0,5123,243
4879,0,686
0,0,3828
955,0,4155
6076,0,0
1513,0,0
3617,0,0
4268,0,0
4052,0,0
0,8845,5
0,867,821
0,93,1427
0,0,0
4499,0,0
3029,0,0
1801,0,0
4208,0,0
4732,0,0
3669,0,0
2722,0,0
3108,0,0
3754,0,0
4280,0,0
5178,0,0
4733,0,0
3098,0,0
5660,0,0
6197,0,0
3084,0,0
3934,0,0
5651,0,0
4772,0,0
5319,0,0
2939,0,0
3354,0,0
2559,0,0
5259,0,0
3796,0,0
4859,0,0
2821,0,0
6589,0,0
4573,0,0
5254,0,0
5504,0,0
6264,0,0
6148,0,0
4450,0,0
5180,0,0
6900,0,0
4300,0,0
5369,0,0
5689,0,0
3945,0,0
4228,0,0
3200,0,0
4652,0,0
3068,0,0
5370,0,0
4638,0,0
5272,0,0
3717,0,0
7316,0,0
4022,0,0
4226,0,0
5062,0,0
4940,0,0
3785,0,0
6256,0,0
4167,0,0
5992,0,0
3520,0,0
3358,0,0
6183,0,0
4574,0,0
5043,0,0
3341,0,0
6454,0,0
4932,0,0
4551,0,0
3453,0,0
5890,0,0
6619,0,0
5385,0,0
3165,0,0
4053,0,0
4193,0,0
4610,0,0
3337,0,0
4193,0,0
3563,0,0
5738,0,0
6065,0,0
4283,0,0
4634,0,0
4255,0,0
4946,0,0
3250,0,0
3079,0,0
4228,0,0
6530,0,0
4241,0,0
4927,0,0
5160,0,0
6546,0,0
5673,0,0
3665,0,0
3866,0,0
2875,0,0
1940,0,0
1858,0,0
4115,0,0
5028,0,0
2227,0,0
7140,0,0
4563,0,0
6667,0,0
7435,0,0
198,0,0
4463,0,0
1948,0,0
2725,0,0
2821,0,0
3536,0,0
2237,0,0
144,0,0
3435,0,0
2569,0,0
1920,0,0
2503,0,0
5032,0,0
5148,0,0
2947,0,0
5029,0,0
5493,0,0
4948,0,0
2060,0,0
6590,0,0
4040,0,0
3227,0,0
5607,0,0
3703,0,0
3849,0,0
5724,0,0
4487,0,0
2584,0,0
3048,0,0
2819,0,0
2797,0,0
2522,0,0
3334,0,0
3805,0,0
4009,0,0
3395,0,0
3022,0,0
3094,0,0
3446,0,0
10482,0,0
2997,0,0
3794,0,0
5392,0,0
2884,0,0
3629,0,0
2225,0,0
6600,0,0
5775,0,0
5162,0,0
6347,0,0
5668,0,0
2466,0,0
13748,0,0
10541,0,0
2332,0,0
4316,0,0
1853,0,0
8988,0,0
7614,0,0
4587,0,0
3462,0,0
3254,0,0
4615,0,0
6358,0,0
5259,0,0
3514,0,0
6493,0,0
4261,0,0
3517,0,0
5048,0,0
5972,0,0
3365,0,0
3629,0,0
4345,0,0
6554,0,0
3975,0,0
5857,0,0
2642,0,0
3141,0,0
4921,0,0
4992,0,0
2979,0,0
5881,0,0
5271,0,0
6241,0,0
6599,0,0
6021,0,0
5605,0,0
4042,0,0
7627,0,0
6647,0,0
6626,0,0
2633,0,0
4193,0,0
2691,0,0
6864,0,0
3361,0,0
5206,0,0
6188,0,0
4805,0,0
2221,0,0
3861,0,0
5318,0,0
3537,0,0
3679,0,0
2775,0,0
3882,0,0
3688,0,0
5014,0,0
4428,0,0
4164,0,0
7944,0,0
4488,0,0
5589,0,0
5028,0,0
3659,0,0
5294,0,620
6438,0,4
4258,0,0
3369,0,0
4136,0,0
5087,0,0
4427,0,0
3775,0,0
4533,0,0
3179,0,0
3446,0,0
5750,0,0
3652,0,0
6996,0,0
4894,0,0
6101,0,0
4773,0,0
4715,0,0
626,0,0
2,0,0
4097,0,0
5906,0,0
4679,0,0
7366,0,0
6693,0,0
5510,0,0
3633,0,0
4581,0,0
5484,0,0
17663,0,16
2553,0,250
5569,0,0
3217,0,0
5200,0,0
6498,0,0
4558,0,37
7298,0,0
3072,0,0
4764,0,0
6800,0,0
4507,0,0
2458,0,0
5558,0,0
1433,0,0
5514,0,0
2127,0,0
2390,0,0
1750,0,0
2799,0,0
3698,0,0
6520,0,0
5891,0,0
3228,0,0
6773,0,0
3961,0,0
6741,0,0
5246,0,0
3285,0,0
3351,0,0
2235,0,0
3279,0,0
3326,0,0
1586,0,0
3431,0,0
3434,0,0
3676,0,0
5445,0,0
3858,0,0
4466,0,0
5047,0,0
4955,0,0
3913,0,0
3374,0,0
5903,0,0
6487,0,0
2668,0,0
5893,0,0
6464,0,0
4014,0,0
2381,0,0
6544,0,0
5180,0,0
4933,0,0
4909,0,0
4773,0,0
3966,0,0
3731,0,0
7005,0,0
28960,0,0
9463,0,0
2853,0,0
7648,0,1816
14796,0,41
4203,0,0
5380,0,0
6834,0,239
4999,0,0
5086,0,0
7227,0,0
1567,0,0
3780,0,0
2087,0,0
5998,0,0
7922,0,0
3471,0,0
4695,0,0
5776,0,0
3471,0,0
4725,0,0
3509,0,0
5053,0,0
6147,0,0
5622,0,0
6386,0,0
2352,0,0
5357,0,0
4771,0,0
2957,0,0
4116,0,0
3676,0,0
4701,0,0
4185,0,0
3708,0,0
4489,0,0
4630,0,0
4488,0,0
3507,0,0
3768,0,0
6277,0,0
3618,0,0
3523,0,0
3749,0,0
4795,0,0
4729,0,0
7605,0,0
4690,0,0
4351,0,0
4328,0,0
2577,0,0
4243,0,0
3186,0,0
6193,0,0
4769,0,0
3879,0,0
3179,0,0
4075,0,0
2508,0,0
7626,0,0
5765,0,0
2492,0,0
4185,0,770
1586,0,1162
5937,0,0
2536,0,0
6239,0,0
7102,0,0
4024,0,0
3550,0,0
4673,0,0
3450,0,0
5220,0,0
2419,0,0
5788,0,0
5843,0,0
3337,0,0
4919,0,0
5444,0,0
4996,0,0
7452,0,0
6915,0,0
2784,0,0
6253,0,0
7339,0,0
3388,0,0
6365,0,0
2526,0,0
5227,0,0
4163,0,0
6143,0,0
1860,0,0
3912,0,0
3059,0,0
4067,0,0
3102,0,0
8666,0,0
6944,0,0
5739,0,1203
7292,0,0
4081,0,0
7135,0,0
5486,0,0
2792,0,0
4374,0,0
6649,0,260
406,0,1935
2876,0,0
4024,0,0
2332,0,820
2416,0,0
7295,0,0
3834,0,0
5883,0,0
2937,0,757
1548,0,1629
5316,0,0
8751,0,72
16220,0,844
3853,0,0
13593,0,0
4560,0,134
4747,0,0
2354,0,0
3276,0,0
5880,0,0
6921,0,0
4363,0,0
6147,0,0
7869,0,0
5535,0,0
5570,0,0
2790,0,0
3678,0,0
4021,0,0
6123,0,0
2894,0,25
3068,0,0
4301,0,0
4796,0,0
3364,0,0
5810,0,0
5483,0,0
4144,0,0
3907,0,0
4952,0,21
2871,0,0
4658,0,0
6650,0,0
9573,0,1049
4146,0,0
3018,0,0
5508,0,0
2969,0,0
2818,0,0
5355,0,0
4922,0,0
6338,0,0
2769,0,0
3641,0,0
4941,0,0
2476,0,0
7040,0,0
5275,0,0
2777,0,0
6539,0,0
5975,0,0
2293,0,0
4942,0,0
6355,0,0
4106,0,0
6958,0,0
3711,0,0
5659,0,0
6847,0,0
2166,0,0
3566,0,0
6631,0,0
9097,0,0
4968,0,0
2975,0,0
5003,0,0
3397,0,0
9081,0,0
7947,0,0
4494,0,0
3992,0,0
4127,0,0
3175,0,0
5891,0,0
4779,0,0
6810,0,0
3175,0,0
6133,0,0
7635,0,0
7283,0,769
3331,0,0
3477,0,0
6494,0,0
31777,0,5675
3592,0,22
6629,110,1383
1661,272,2631
4861,0,0
5640,0,0
6765,0,0
6033,0,0
3409,0,2537
0,0,1759
0,2118,5340
0,0,6373
3019,0,2703
0,0,9131
0,0,2104
2866,0,0
6163,0,0
5614,0,0
7563,0,853
2437,0,868
6936,0,0
7344,0,0
6538,0,0
5255,0,0
3984,0,0
3592,0,0
4628,0,0
4147,0,0
5715,0,0
4795,0,0
6291,0,0
5464,0,0
6022,0,0
4933,0,0
4465,0,0
4447,0,0
3763,0,0
11116,0,0
4321,0,0
4005,0,0
4078,0,0
4371,0,0
6538,0,0
4256,0,0
12473,0,0
7006,0,0
3841,0,0
9314,0,0
3282,0,0
7708,0,0
6832,0,0
7477,0,0
6423,0,0
7404,0,0
3941,0,0
4175,0,0
4626,0,0
4089,0,0
13657,0,8
3479,0,0
4819,0,0
8193,0,2042
3801,0,0
3803,0,0
3837,0,0
5813,0,0
5127,0,0
6689,0,0
5217,0,0
4765,0,0
2501,0,0
4748,0,0
4639,0,0
6702,0,0
4028,0,0
5143,0,0
5749,0,312
5984,0,0
8118,0,576
6891,0,279
5743,0,0
3945,0,0
2318,0,51
4107,0,0
5070,0,0
3412,0,0
5196,0,0
5560,0,0
5859,0,0
4635,0,0
6159,0,127
4734,0,0
3437,0,0
7692,0,315
1495,0,254
0,458,4772
0,3501,0
0,5846,0
0,316,2283
0,6176,602
0,4377,889
0,5239,411
0,0,2122
0,0,3192
0,0,3075
0,0,4440
0,0,7589
289,0,2867
3925,0,1314
6718,0,83
1567,0,1428
2952,0,4409
7423,0,1558
1412,0,1204
7225,0,0
8846,0,0
3391,0,0
2022,0,0
6816,0,0
4186,0,0
9082,0,0
0,0,0
3739,0,0
4143,0,0
3852,0,0
4545,0,0
2685,0,0
3894,0,0
5592,0,0
4578,0,0
4320,0,0
4827,0,0
5164,0,0
3286,0,0
3143,0,0
1783,0,0
1500,0,0
2408,0,0
2598,0,0
3833,0,0
3833,0,0
4567,0,0
2986,0,0
2734,0,0
3073,0,0
5075,0,0
3974,0,0
5335,0,0
3821,0,0
2329,0,0
2909,0,0
3492,0,0
4106,0,0
2557,0,0
3376,0,0
4044,0,0
3811,0,0
2625,0,0
4162,0,0
4232,0,0
3599,0,0
2556,0,0
2493,0,0
3934,0,0
2040,0,0
5621,0,0
3622,0,0
2728,0,0
7832,0,0
3594,0,0
2965,0,0
4350,0,0
2465,0,0
5366,0,0
2541,0,0
4293,0,0
3778,0,0
5083,0,0
5069,0,0
4652,0,0
3218,0,0
3264,0,0
2924,0,0
3689,0,0
3544,0,0
3451,0,0
7630,0,0
2128,0,0
3499,0,0
4516,0,0
2880,0,0
4221,0,0
6172,0,0
6269,0,0
3034,0,0
2846,0,0
3997,0,0
2583,0,0
4711,0,0
5171,0,0
6577,0,0
4372,0,0
4196,0,0
3853,0,0
2779,0,0
2474,0,0
3264,0,0
5096,0,0
3836,0,0
3948,0,0
3840,0,0
1534,0,0
2060,0,0
3122,0,0
5078,0,0
2099,0,0
4595,0,0
4640,0,0
2617,0,0
3384,0,0
5216,0,0
4093,0,0
3478,0,0
3725,0,0
4582,0,0
2624,0,0
3660,0,0
3077,0,0
5369,0,0
4362,0,0
3404,0,0
2912,0,0
4267,0,0
8471,0,0
5618,0,0
4788,0,0
4665,0,0
1960,0,0
4261,0,0
5863,0,0
3544,0,0
4908,0,0
4315,0,0
6810,0,0
7564,0,0
4875,0,0
4992,0,0
4551,0,0
4044,0,0
4118,0,0
4140,0,0
2851,0,0
4233,0,0
4838,0,0
3928,0,0
4313,0,0
5658,0,0
3549,0,0
5106,0,0
3046,0,0
2221,0,0
6343,0,0
5667,0,0
6581,0,0
3494,0,0
6193,0,0
6167,0,0
3137,0,0
3826,0,0
5495,0,0
6676,0,0
4416,0,0
4316,0,0
6572,0,0
4238,0,0
4047,0,0
5021,0,0
3831,0,0
7764,0,0
3968,0,0
3683,0,0
3472,0,0
3821,0,0
7842,0,0
5300,0,0
4322,0,0
7226,0,0
6691,0,0
4088,0,0
5191,0,0
3687,0,0
3243,0,0
5326,0,0
2376,0,0
4996,0,0
6474,0,0
5137,0,0
4334,0,0
3824,0,0
4005,0,0
3656,0,0
6400,0,0
3536,0,0
3235,0,0
1689,0,0
3216,0,0
9083,0,0
3610,0,0
4307,0,0
4089,0,0
5395,0,0
11502,0,0
320,0,0
171,0,0
0,0,0
797,0,0
467,0,0
350,0,0
0,0,0
3863,0,0
2396,0,0
3043,0,0
4582,0,0
2749,0,0
2279,0,0
5269,0,0
6692,0,0
5859,0,0
4915,0,0
4931,0,0
4889,0,0
5303,0,0
4903,0,0
4425,0,0
8384,0,0
2383,0,0
3998,0,0
3939,0,0
5592,0,0
3977,0,0
5546,0,0
2771,0,0
5417,0,0
5020,0,0
5001,0,0
2219,0,0
2560,0,0
3982,0,0
6409,0,0
4239,0,0
6052,0,0
3600,0,0
4450,0,0
5630,0,0
3708,0,0
3754,0,0
2974,0,0
6256,0,0
10129,0,0
3519,0,0
3537,0,0
12534,0,0
3540,0,0
2800,0,0
4571,0,0
3054,0,0
3837,0,18
2725,0,0
3201,0,0
3704,0,0
4229,0,0
4559,0,0
1590,0,0
4191,0,0
3303,0,0
3220,0,0
2926,0,0
4586,0,0
5842,0,0
4214,0,0
3700,0,0
2914,0,0
4450,0,0
5778,0,0
19660,0,517
2109,0,1344
1626,0,1646
2583,0,987
12552,0,0
6519,0,0
4519,0,762
2,0,1747
0,0,2508
10641,0,76
6223,0,1849
3101,0,164
4402,0,518
129,0,1784
6412,0,0
1687,0,0
3883,0,0
3006,0,0
5718,0,0
4610,0,0
5702,0,0
3753,0,0
3870,0,0
4998,0,0
4230,0,0
3670,0,0
2327,0,0
4450,0,0
2262,0,3630
0,0,2757
0,0,3709
43,0,4851
0,0,5423
0,6990,224
0,167,5939
5569,0,0
3620,0,1797
5099,0,603
3763,0,2254
4463,0,0
4016,0,0
6488,0,0
6156,0,0
7721,0,0
5400,0,606
4702,0,127
4493,0,0
3438,0,0
1859,0,0
4131,0,0
5510,0,0
3582,0,0
3186,0,0
1676,0,2497
3257,0,0
4249,0,0
4743,0,0
4479,0,660
5816,0,949
5968,9616,1203
13487,0,412
5784,0,0
6858,0,0
11433,0,0
6507,0,0
4694,0,0
6495,0,0
3214,0,0
4189,0,0
5875,0,0
3417,0,0
3262,0,0
0,0,5268
570,0,1236
0,0,3030
0,0,4864
1177,0,666
6989,0,0
5613,0,1368
5364,0,127
5731,0,0
4159,0,0
291,0,9752
0,3760,28
0,2105,144
0,5339,0
0,2541,51
0,3836,0
0,1152,135
0,4650,0
0,3487,0
0,5677,74
7285,0,1034
3874,0,0
5277,0,37
2877,0,0
3592,0,0
5127,0,0
2737,0,0
7287,0,68
7376,0,369
6446,0,0
1783,0,0
3314,0,310
791,0,571
2570,0,1722
4233,0,68
3336,0,0
7090,0,48
2987,0,0
8245,0,0
7232,0,0
5957,0,0
7024,0,0
527,0,4610
4313,1107,3534
0,6192,429
0,8583,514
4985,0,0
5240,0,0
4891,0,0
7675,0,118
3912,0,2638
5297,0,3353
1107,0,0
2657,0,2639
0,90,2449
0,0,0
4854,0,0
4154,0,0
4027,0,0
3240,0,0
5068,0,0
7443,0,0
5352,0,0
7568,0,0
6768,0,0
3933,0,0
6913,0,0
5716,0,0
6252,0,0
7510,0,0
6658,0,0
5063,0,0
5125,0,0
2893,0,0
5800,0,0
2510,0,0
6189,0,0
4286,0,0
6148,0,0
4119,0,0
5639,0,0
7649,0,0
3615,0,0
8084,0,0
3753,0,0
6679,0,0
5092,0,0
8167,0,0
5795,0,0
4522,0,0
3846,0,0
4143,0,0
3275,0,0
3828,0,0
6404,0,0
5483,0,0
5430,0,0
2242,0,0
5056,0,0
5284,0,0
3160,0,0
7993,0,0
2321,0,0
4170,0,0
4448,0,0
3402,0,0
2599,0,0
2781,0,0
5059,0,0
3243,0,0
7603,0,0
3014,0,0
3626,0,0
4602,0,0
6147,0,0
4914,0,0
5556,0,0
5269,0,4
2640,0,0
5579,0,0
4959,0,0
4246,0,0
8107,0,0
4073,0,0
4820,0,0
3613,0,0
3703,0,0
2348,0,0
3234,0,0
2470,0,0
3241,0,0
2879,0,0
4197,0,0
3529,0,0
4451,0,0
3636,0,0
3342,0,0
3954,0,0
2859,0,0
3160,0,0
3182,0,0
3393,0,0
3517,0,0
6521,0,0
4049,0,0
2549,0,0
3523,0,0
3614,0,0
3401,0,0
5546,0,0
4829,0,0
2637,0,0
4359,0,0
6974,0,0
5696,0,0
6556,0,0
2562,0,0
1525,0,0
3574,0,0
3616,0,0
3315,0,0
3278,0,0
4829,0,0
2944,0,0
1667,0,0
5318,0,0
4386,0,0
4492,0,0
2944,0,0
4531,0,0
2484,0,0
5764,0,0
2429,0,0
3436,0,0
1464,0,644
7336,0,0
4023,0,0
5623,0,0
4963,0,0
6257,0,0
3386,0,0
5207,0,0
4721,0,0
6932,0,0
5707,0,0
5913,0,0
3005,0,0
4757,0,0
4228,0,9
2677,0,0
2262,0,0
5970,0,0
4433,0,0
10325,0,0
7327,0,0
7041,0,0
4153,0,0
4156,0,0
2202,0,0
3296,0,0
4356,0,0
3386,0,0
4424,0,2070
2600,0,123
538,0,2555
0,3554,587
0,4955,1020
0,5690,328
0,6514,2241
0,0,4005
6064,0,0
5458,0,0
0,0,0
0,0,0
6495,0,0
5245,0,0
1809,0,1387
4299,0,0
2810,0,0
4138,0,0
4659,0,0
2975,0,288
5874,0,0
4629,0,0
5975,0,433
4059,0,0
7189,0,0
3266,0,0
6270,0,0
4738,0,0
4740,0,0
2757,0,0
4480,0,0
4096,0,0
7522,0,0
3230,0,0
3392,0,0
2590,0,501
5270,0,0
5190,0,0
2565,0,0
2835,0,1858
0,0,1245
0,4837,2968
0,5047,717
0,1105,2126
0,3873,1997
4967,0,0
227,0,2013
9554,0,0
6451,0,0
3826,0,0
4375,0,0
5246,0,71
3036,0,0
2737,0,0
3873,0,0
2084,0,0
3930,0,0
4997,0,0
4782,0,0
3321,0,0
6035,0,0
5292,0,74
6765,0,0
6687,0,0
7556,0,0
8735,0,75
11299,0,107
6811,0,0
7800,0,0
0,7080,265
3282,0,300
0,3047,297
7395,0,0
4165,0,0
4210,0,0
6054,0,0
2287,0,0
2568,0,0
7024,0,0
2266,0,0
5802,0,704
4009,0,1026
4016,0,0
