HouseHoldId,Single_Unit_ACS_10_14,MLT_U2_9_STRC_ACS_10_14,MLT_U10p_ACS_10_14,Mobile_Homes_ACS_10_14
10089,1332,574,335,0
10090,1946,219,95,0
10091,2444,779,220,0
10092,1411,134,174,0
10093,1890,537,94,7
10094,1389,39,0,0
10095,676,1231,268,7
10096,1395,249,18,24
10097,2049,20,0,56
10098,1200,403,212,0
10099,2768,507,202,0
10100,1996,199,39,0
10101,1342,106,0,0
10102,1769,315,51,0
10103,1999,40,71,0
10104,1530,418,164,0
10105,857,69,25,5
10106,1357,206,114,17
10107,2293,228,15,0
10108,1575,35,323,23
10109,886,806,572,0
10110,1627,432,138,0
10111,1655,494,67,0
10112,1118,522,150,0
10113,1457,155,14,0
10114,1678,67,153,0
10115,1148,107,339,11
10116,2288,378,243,16
10117,2137,638,213,0
10118,813,151,0,0
10119,887,181,404,0
10120,1965,25,61,0
10121,1718,179,29,110
10122,1497,92,94,0
10123,1161,24,146,0
10124,2017,0,41,30
10125,1435,573,183,0
10126,1478,552,86,0
10127,1317,491,217,9
10128,1500,568,58,0
10129,1892,198,0,87
10130,1304,26,0,0
10131,1928,618,196,0
10132,1564,577,108,0
10133,1750,90,0,0
10134,1616,241,136,0
10135,1116,238,43,0
10136,1959,199,64,99
10137,1508,238,81,8
10138,1203,82,0,536
10139,1760,243,188,237
10140,83,205,23,0
10141,759,268,507,0
10142,1068,625,352,0
10143,1309,100,148,0
10144,0,0,0,0
10145,10,0,0,0
10146,0,0,0,0
10147,379,572,270,0
10148,197,931,5,4
10149,478,541,13,0
10150,881,358,0,0
10151,400,669,0,0
10152,717,436,68,0
10153,511,871,220,0
10154,114,717,31,0
10155,2318,240,19,142
10156,1156,149,36,230
10157,966,115,67,280
10158,750,229,41,47
10159,1273,376,26,287
10160,1080,309,102,34
10161,1210,137,6,339
10162,1463,27,6,312
10163,1477,10,10,0
10164,1011,226,380,0
10165,1488,187,339,0
10166,1495,90,506,0
10167,1823,122,579,0
10168,117,191,3108,0
10169,1121,140,446,0
10170,3214,29,158,5
10171,1857,30,359,0
10172,1075,1401,209,0
10173,1470,327,112,0
10174,1494,497,344,0
10175,1173,474,128,0
10176,711,31,0,0
10177,1040,0,11,3
10178,1318,28,88,0
10179,802,0,0,4
10180,1413,128,381,0
10181,1034,0,7,0
10182,1146,462,358,0
10183,1364,21,0,0
10184,1140,10,0,0
10185,1208,135,20,11
10186,1545,10,0,28
10187,1776,17,64,0
10188,887,8,0,0
10189,864,16,0,4
10190,676,195,22,0
10191,1363,45,13,16
10192,2087,0,16,0
10193,1436,8,0,0
10194,1475,467,0,33
10195,1125,35,65,0
10196,1377,0,0,0
10197,1156,41,11,0
10198,1122,193,96,0
10199,968,148,32,0
10200,1091,311,202,0
10201,834,0,13,0
10202,1591,186,48,0
10203,1125,1079,911,0
10204,1761,417,548,29
10205,1386,110,403,25
10206,1194,10,0,0
10207,748,68,5,0
10208,1025,466,358,0
10209,816,161,282,43
10210,767,122,88,0
10211,975,174,17,21
10212,696,173,308,0
10213,892,93,0,0
10214,1258,497,55,0
10215,953,553,177,0
10216,1255,178,0,0
10217,1711,225,17,0
10218,1568,300,0,0
10219,1442,65,0,0
10220,1001,283,142,0
10221,1305,353,13,0
10222,2004,321,0,43
10223,1489,656,24,0
10224,879,257,8,0
10225,1226,300,0,6
10226,2038,501,238,0
10227,1634,127,10,0
10228,1292,119,0,8
10229,1430,210,0,0
10230,1283,121,9,0
10231,1542,99,0,10
10232,1339,164,0,8
10233,825,109,59,6
10234,920,33,0,0
10235,777,152,12,0
10236,1489,90,0,0
10237,1293,0,0,0
10238,1992,29,782,0
10239,2088,13,131,0
10240,1450,0,0,9
10241,442,120,555,0
10242,432,402,1234,0
10243,310,432,836,0
10244,250,522,864,0
10245,1323,455,391,0
10246,1363,583,546,0
10247,1042,76,376,0
10248,1475,114,0,12
10249,422,248,1064,0
10250,729,135,166,0
10251,618,57,5,6
10252,412,211,847,0
10253,1080,261,0,0
10254,1177,229,36,0
10255,617,194,15,5
10256,1008,211,137,0
10257,1210,126,64,0
10258,1768,0,0,0
10259,1508,51,0,0
10260,1715,8,90,0
10261,39,137,312,0
10262,1189,581,658,0
10263,1972,32,71,0
10264,1955,183,47,16
10265,2046,66,12,0
10266,2111,139,147,0
10267,1189,61,38,0
10268,1957,110,0,16
10269,1439,26,44,0
10270,1481,24,17,0
10271,2076,190,31,8
10272,1717,104,66,0
10273,1712,123,15,0
10274,1605,142,0,16
10275,1936,74,65,0
10276,1410,0,0,0
10277,1341,129,19,0
10278,1257,41,6,0
10279,1671,13,0,0
10280,1370,68,206,0
10281,1560,40,0,0
10282,2075,509,18,0
10283,1106,78,62,0
10284,1998,122,46,0
10285,1317,35,42,8
10286,1633,275,7,0
10287,1319,258,0,0
10288,1606,543,309,4
10289,2018,309,49,0
10290,1344,550,158,0
10291,1381,124,92,0
10292,1713,133,180,0
10293,949,629,49,0
10294,644,772,181,0
10295,1245,350,519,0
10296,1219,0,110,0
10297,1986,73,29,0
10298,1507,89,350,0
10299,911,2,81,1
10300,1820,238,417,0
10301,1752,351,543,0
10302,1516,586,401,0
10303,591,332,756,0
10304,1024,209,15,0
10305,1483,525,363,0
10306,1419,501,581,0
10307,1582,468,18,0
10308,370,261,1034,0
10309,891,247,233,0
10310,613,457,1601,0
10311,1281,72,0,0
10312,1155,0,0,0
10313,1294,7,6,8
10314,1071,14,0,0
10315,1774,76,16,0
10316,985,381,162,0
10317,1092,217,27,0
10318,1487,98,128,0
10319,1995,260,223,0
10320,2250,50,0,0
10321,1860,0,63,0
10322,2022,330,87,0
10323,1338,372,239,0
10324,1433,243,129,0
10325,1373,52,21,0
10326,1208,69,0,0
10327,1368,608,69,0
10328,1005,153,0,0
10329,1063,179,32,0
10330,1599,270,0,33
10331,693,80,1119,0
10332,775,224,251,0
10333,336,104,770,0
10334,1017,109,279,0
10335,294,431,486,11
10336,610,490,508,6
10337,1679,92,234,0
10338,1496,88,186,0
10339,1107,76,0,0
10340,1461,47,0,0
10341,1912,231,57,0
10342,2085,295,44,0
10343,1782,103,67,10
10344,864,48,14,0
10345,1646,13,6,0
10346,1206,11,14,0
10347,1455,7,0,0
10348,1809,191,78,40
10349,1769,79,20,37
10350,1617,14,0,0
10351,872,13,0,0
10352,1750,99,25,7
10353,1974,28,0,0
10354,2232,0,87,0
10355,1249,81,0,0
10356,2215,179,13,0
10357,1234,152,0,0
10358,1199,629,156,9
10359,1633,237,9,0
10360,1191,595,208,0
10361,870,391,134,0
10362,921,972,378,0
10363,923,488,1454,0
10364,889,792,20,0
10365,103,467,2219,0
10366,767,23,14,0
10367,775,429,1289,0
10368,1696,71,203,0
10369,1107,118,0,11
10370,1123,696,12,49
10371,770,0,0,0
10372,927,1065,1285,0
10373,703,248,288,0
10374,1051,736,0,25
10375,1613,344,35,0
10376,1266,72,41,28
10377,1523,179,0,21
10378,2521,54,5,18
10379,934,4,3,14
10380,1390,38,3,0
10381,1098,206,0,9
10382,1664,80,0,0
10383,1220,128,9,0
10384,1780,778,359,0
10385,952,12,0,0
10386,1451,28,0,9
10387,938,219,257,0
10388,1493,102,151,0
10389,1680,150,108,0
10390,1419,7,0,0
10391,1990,302,78,0
10392,766,288,44,0
10393,1288,32,0,0
10394,1855,0,10,15
10395,1048,8,0,0
10396,2037,216,16,0
10397,1976,72,7,0
10398,1880,74,112,0
10399,1846,141,0,15
10400,1512,472,48,8
10401,1393,100,0,0
10402,1949,25,0,0
10403,1433,57,0,0
10404,678,12,7,23
10405,1616,200,205,0
10406,1228,0,0,0
10407,1071,23,65,0
10408,746,57,48,10
10409,1567,82,26,0
10410,1725,73,0,0
10411,2054,447,248,0
10412,1216,259,42,0
10413,1693,19,162,10
10414,1036,0,0,0
10415,1811,108,16,15
10416,1055,305,356,0
10417,864,444,559,0
10418,1217,26,0,0
10419,1628,150,5,0
10420,1840,111,0,0
10421,1538,149,0,0
10422,1258,70,0,0
10423,1532,0,0,8
10424,1729,117,8,0
10425,1430,164,0,8
10426,960,28,5,0
10427,747,34,0,0
10428,1866,28,5,9
10429,2122,0,51,0
10430,1519,9,0,18
10431,1349,29,0,0
10432,1039,31,9,0
10433,1507,18,41,40
10434,1260,5,0,10
10435,1269,0,0,12
10436,1524,0,0,4
10437,2051,412,501,0
10438,1557,67,43,0
10439,0,0,0,0
10440,0,0,0,0
10441,0,0,0,0
10442,0,0,0,0
10443,0,0,0,0
10444,0,0,0,0
10445,0,0,0,0
10446,0,0,0,0
10447,0,0,0,0
10448,0,85,957,0
10449,86,67,3509,0
10450,9,0,0,0
10451,32,284,3768,0
10452,0,35,5387,0
10453,30,308,3612,14
10454,22,72,993,0
10455,6,17,826,0
10456,10,34,2361,0
10457,18,52,1827,0
10458,23,97,2959,0
10459,9,33,1675,0
10460,11,74,1371,0
10461,19,354,3368,0
10462,45,123,3559,0
10463,28,456,2740,0
10464,0,509,2976,0
10465,0,35,1878,9
10466,0,432,2742,0
10467,0,187,2901,0
10468,21,181,852,0
10469,39,9,2162,0
10470,37,70,1833,7
10471,11,215,1387,0
10472,75,424,1699,0
10473,24,119,528,5
10474,14,260,3101,0
10475,30,478,1884,0
10476,0,357,2164,0
10477,17,179,1675,0
10478,16,63,789,0
10479,35,888,3986,21
10480,96,893,1742,0
10481,15,894,3263,0
10482,20,266,1339,0
10483,35,223,1303,0
10484,69,282,1199,0
10485,141,1025,4578,0
10486,42,546,2531,0
10487,52,374,4147,0
10488,34,529,3204,0
10489,0,159,1642,0
10490,0,414,2117,0
10491,0,22,8259,0
10492,0,191,397,0
10493,12,623,963,0
10494,73,618,3090,0
10495,14,786,2164,0
10496,21,267,3312,5
10497,46,213,1514,0
10498,115,190,2571,0
10499,12,0,2432,0
10500,8,483,792,0
10501,19,108,2081,0
10502,0,98,1727,0
10503,14,128,2151,0
10504,30,153,3059,0
10505,46,0,2434,0
10506,48,242,2420,0
10507,0,19,1392,0
10508,107,599,3626,0
10509,75,489,4513,0
10510,39,548,2946,0
10511,53,255,6654,0
10512,55,722,3129,0
10513,0,255,4142,0
10514,9,167,1298,0
10515,110,567,4848,0
10516,91,806,2938,0
10517,101,319,4866,0
10518,232,969,3397,0
10519,34,166,2531,12
10520,94,344,2324,0
10521,0,51,1361,6
10522,197,663,3458,0
10523,0,84,5324,0
10524,134,317,2505,0
10525,45,594,3226,0
10526,58,757,4548,0
10527,0,138,2415,0
10528,36,379,1900,0
10529,25,151,958,0
10530,0,37,1485,0
10531,0,0,0,0
10532,0,105,3471,0
10533,0,604,3746,0
10534,12,68,5463,0
10535,116,896,2500,30
10536,85,252,5398,0
10537,60,337,4034,0
10538,0,74,1348,0
10539,125,451,5123,0
10540,0,4,20,0
10541,10,231,1203,0
10542,8,105,158,11
10543,17,181,2654,0
10544,75,374,4865,0
10545,18,133,2657,0
10546,33,67,1293,0
10547,0,47,864,6
10548,3,34,232,0
10549,9,101,1286,0
10550,19,207,817,0
10551,18,13,5199,0
10552,14,37,2924,0
10553,115,198,5978,0
10554,36,8,87,0
10555,122,482,4494,0
10556,9,261,2491,0
10557,0,12,1000,0
10558,18,4,444,0
10559,0,6,1164,4
10560,4,0,67,0
10561,24,39,1226,0
10562,77,307,1583,0
10563,0,232,1616,0
10564,44,52,2674,0
10565,8,0,2572,0
10566,97,74,6199,0
10567,22,55,1033,0
10568,60,384,2180,0
10569,15,551,5187,0
10570,130,301,2540,0
10571,13,156,6415,0
10572,20,70,2042,0
10573,24,491,8170,0
10574,80,601,3828,0
10575,183,364,3221,0
10576,16,220,3353,12
10577,110,330,2307,0
10578,0,43,2257,0
10579,73,314,6391,0
10580,78,473,3452,0
10581,28,1016,6525,0
10582,0,68,4084,0
10583,178,359,9374,0
10584,55,81,5241,0
10585,131,497,7565,0
10586,0,350,7097,0
10587,23,274,4074,60
10588,235,280,2327,0
10589,0,0,0,0
10590,84,168,2692,0
10591,78,307,3912,0
10592,21,0,3538,0
10593,63,120,2656,0
10594,30,206,5060,0
10595,0,26,1861,0
10596,32,30,1648,0
10597,38,180,3806,0
10598,64,15,3961,0
10599,30,11,1291,0
10600,37,67,2798,11
10601,0,60,4947,0
10602,0,75,3913,0
10603,99,562,5619,0
10604,18,403,7948,0
10605,12,51,6553,0
10606,31,63,3069,0
10607,13,23,1074,0
10608,40,828,6297,0
10609,233,173,2592,0
10610,16,50,2015,0
10611,182,586,5598,0
10612,64,247,1633,0
10613,0,36,1298,0
10614,28,1031,3279,0
10615,67,119,3937,0
10616,0,446,3892,0
10617,0,138,2504,0
10618,78,520,3398,0
10619,13,311,2764,28
10620,125,408,3176,0
10621,9,71,1748,0
10622,78,556,4251,0
10623,31,328,3017,0
10624,9,440,4569,0
10625,0,499,1914,30
10626,75,1110,3934,0
10627,0,53,2204,0
10628,0,24,848,0
10629,125,303,5454,0
10630,48,855,4157,0
10631,43,828,1007,0
10632,55,296,4924,0
10633,0,393,2553,34
10634,108,622,3969,0
10635,18,336,2424,0
10636,49,214,4795,0
10637,49,448,2781,0
10638,23,8,3071,0
10639,48,55,1966,0
10640,78,371,4071,0
10641,10,591,1973,0
10642,85,409,4599,0
10643,39,171,1447,0
10644,79,484,4317,0
10645,13,67,1239,0
10646,16,459,3701,0
10647,0,343,2286,0
10648,13,98,3721,0
10649,15,118,1522,0
10650,0,32,467,0
10651,19,131,1022,0
10652,64,228,970,0
10653,14,250,3451,12
10654,130,617,824,0
10655,5,0,305,0
10656,37,408,1443,0
10657,5,0,532,0
10658,24,15,1268,0
10659,20,719,897,20
10660,4,0,1370,0
10661,116,1097,1395,0
10662,0,113,1476,0
10663,0,32,3196,0
10664,102,125,4356,0
10665,24,20,2743,0
10666,16,368,2034,0
10667,7,44,1956,0
10668,0,120,1304,0
10669,29,460,3330,0
10670,0,0,0,0
10671,53,279,2655,0
10672,16,196,2040,0
10673,26,1122,1743,0
10674,71,282,1000,0
10675,77,665,781,0
10676,11,119,2379,0
10677,0,15,1511,0
10678,11,543,2347,0
10679,60,247,3593,0
10680,151,898,1285,0
10681,284,510,1684,0
10682,215,1081,1494,0
10683,81,279,2842,0
10684,98,377,3456,0
10685,84,689,2151,0
10686,28,244,3066,0
10687,153,455,2105,0
10688,11,183,2151,21
10689,33,229,2291,0
10690,8,86,846,0
10691,34,319,2777,0
10692,38,282,2434,0
10693,44,62,4347,11
10694,9,28,702,0
10695,8,55,980,0
10696,0,0,0,0
10697,13,165,3312,0
10698,21,35,1330,0
10699,60,152,1279,0
10700,28,98,2384,0
10701,26,309,4617,0
10702,0,169,2433,0
10703,28,31,328,0
10704,3,67,786,0
10705,61,135,3738,0
10706,7,19,2238,0
10707,93,293,1615,0
10708,37,154,1517,0
10709,48,284,3488,0
10710,22,44,2871,0
10711,22,0,2954,0
10712,9,22,603,0
10713,73,191,2527,0
10714,35,130,2852,15
10715,0,69,3305,0
10716,8,36,1646,0
10717,19,52,2095,0
10718,25,149,3964,18
10719,36,11,1367,0
10720,0,25,3239,17
10721,0,127,2655,0
10722,0,53,1712,0
10723,0,148,3844,0
10724,17,105,2922,0
10725,40,200,3263,0
10726,0,0,0,0
10727,39,53,1452,0
10728,28,36,1802,0
10729,9,14,1879,0
10730,120,319,3100,0
10731,0,0,0,0
10732,0,0,4388,0
10733,69,59,3720,0
10734,0,0,0,0
10735,1364,108,60,34
10736,536,417,323,0
10737,831,166,86,0
10738,575,250,0,0
10739,509,403,505,0
10740,454,340,6,8
10741,1006,179,63,0
10742,687,463,397,21
10743,704,622,45,33
10744,417,598,312,23
10745,681,869,63,0
10746,479,832,4,12
10747,718,308,12,11
10748,1170,631,19,29
10749,1175,279,45,22
10750,1030,60,19,90
10751,1349,272,205,0
10752,953,134,33,14
10753,771,103,5,0
10754,986,46,240,132
10755,1005,46,0,0
10756,1585,336,271,830
10757,2211,95,0,12
10758,3353,188,402,49
10759,2534,452,421,50
10760,1327,125,0,0
10761,1230,135,0,8
10762,701,344,135,0
10763,986,302,116,0
10764,599,440,91,0
10765,537,608,25,0
10766,518,772,340,0
10767,2086,930,341,0
10768,2256,453,112,19
10769,1664,97,0,10
10770,1349,167,545,197
10771,198,65,313,1291
10772,798,410,70,4
10773,1208,497,29,0
10774,312,729,238,0
10775,959,491,0,0
10776,1315,497,100,21
10777,1515,681,210,0
10778,1953,214,29,24
10779,517,189,43,48
10780,1516,155,0,80
10781,946,79,33,95
10782,2121,287,37,294
10783,1197,144,0,49
10784,411,100,49,43
10785,1786,65,16,290
10786,2215,62,0,34
10787,1189,150,142,0
10788,1849,144,145,0
10789,1903,353,66,0
10790,782,56,0,10
10791,1029,107,27,0
10792,1648,87,39,83
10793,1823,198,0,17
10794,343,16,0,120
10795,0,0,0,0
10796,0,0,0,0
10797,188,327,177,0
10798,72,266,532,0
10799,451,432,0,0
10800,317,1399,54,0
10801,222,856,63,0
10802,284,839,26,0
10803,81,464,402,0
10804,147,394,19,0
10805,363,550,295,0
10806,269,264,135,0
10807,224,556,14,13
10808,450,578,12,10
10809,675,290,270,7
10810,552,842,206,0
10811,863,242,0,16
10812,609,649,100,0
10813,340,501,33,5
10814,290,681,59,29
10815,2048,114,141,16
10816,976,84,102,0
10817,1138,294,166,10
10818,795,478,10,16
10819,385,390,11,77
10820,764,618,232,0
10821,951,234,12,0
10822,853,137,183,0
10823,1156,531,216,8
10824,681,1288,267,230
10825,785,196,51,0
10826,1658,154,25,0
10827,847,156,15,172
10828,0,0,0,0
10829,1313,680,173,50
10830,807,321,0,0
10831,1286,947,223,0
10832,978,27,0,15
10833,1669,149,0,0
10834,1253,66,0,235
10835,879,18,0,0
10836,603,11,18,142
10837,1572,172,8,220
10838,1775,54,0,182
10839,1203,91,14,258
10840,1557,300,83,177
10841,1229,0,9,99
10842,1062,78,0,344
10843,968,89,0,121
10844,1022,90,31,592
10845,1497,373,123,250
10846,1923,183,52,368
10847,1039,162,141,0
10848,0,0,0,0
10849,670,509,162,161
10850,1186,303,323,29
10851,542,58,0,0
10852,529,240,130,14
10853,1177,264,229,672
10854,2209,582,290,102
10855,2093,225,53,29
10856,1637,187,0,191
10857,1412,206,48,152
10858,712,187,89,86
10859,327,38,8,263
10860,11,0,4,0
10861,805,137,34,8
10862,1836,308,13,38
10863,626,1098,370,0
10864,430,1380,312,7
10865,9,0,0,0
10866,14,29,0,0
10867,2426,105,29,710
10868,0,0,0,0
10869,0,0,0,0
10870,0,0,0,0
10871,0,0,0,0
10872,88,14,356,0
10873,589,890,162,0
10874,581,88,75,4
10875,1141,503,10,0
10876,212,1009,20,0
10877,413,932,279,12
10878,330,285,121,0
10879,443,694,19,0
10880,1044,435,44,0
10881,839,1067,295,0
10882,333,705,134,0
10883,388,684,29,0
10884,61,483,1575,0
10885,502,587,64,11
10886,615,519,76,10
10887,801,504,82,12
10888,1301,425,245,32
10889,542,453,75,0
10890,267,1109,56,0
10891,48,556,592,0
10892,255,499,198,6
10893,335,552,105,0
10894,599,772,46,0
10895,280,313,373,0
10896,27,201,1160,0
10897,65,416,418,0
10898,278,720,218,0
10899,462,290,227,0
10900,487,269,244,13
10901,332,590,119,0
10902,459,952,253,0
10903,273,403,88,0
10904,117,347,497,0
10905,0,90,462,0
10906,45,202,439,9
10907,361,323,53,0
10908,805,883,0,0
10909,1700,254,160,48
10910,644,17,35,5
10911,341,279,15,0
10912,794,271,111,0
10913,576,421,107,8
10914,389,502,18,5
10915,178,395,159,0
10916,453,652,34,0
10917,559,695,720,24
10918,681,65,0,0
10919,35,86,103,0
10920,506,324,0,0
10921,606,340,26,0
10922,470,273,48,0
10923,1235,396,48,0
10924,731,351,639,16
10925,62,143,1232,0
10926,1075,59,9,10
10927,1124,80,0,0
10928,2116,117,263,0
10929,1710,383,294,11
10930,970,12,5,0
10931,1335,34,0,0
10932,1391,148,24,12
10933,923,5,0,0
10934,896,110,0,0
10935,644,146,162,0
10936,1659,490,138,10
10937,1002,14,0,0
10938,979,47,453,0
10939,958,161,768,0
10940,907,58,151,0
10941,1039,257,44,9
10942,2030,129,150,0
10943,241,635,996,0
10944,982,131,159,324
10945,1549,46,254,0
10946,1674,141,128,10
10947,1405,68,0,27
10948,781,32,8,0
10949,2229,55,0,0
10950,1129,80,22,8
10951,2176,683,327,0
10952,1678,12,0,112
10953,1850,153,202,15
10954,1656,227,179,0
10955,787,461,354,0
10956,2034,776,385,85
10957,1473,46,32,0
10958,1885,189,90,245
10959,1497,63,78,0
10960,324,178,82,0
10961,1207,210,39,0
10962,1525,82,98,0
10963,1240,173,213,0
10964,2087,48,139,0
10965,735,143,53,0
10966,1102,50,97,36
10967,552,633,82,13
10968,1147,655,234,0
10969,1839,28,0,0
10970,1137,15,35,0
10971,844,278,121,0
10972,2001,270,257,0
10973,1703,296,508,0
10974,880,282,380,0
10975,1733,224,326,23
10976,873,16,95,0
10977,1028,119,49,0
10978,1175,334,116,28
10979,1518,183,90,0
10980,653,596,199,0
10981,908,105,19,58
10982,1163,601,140,0
10983,1189,369,273,0
10984,2061,166,252,44
10985,1109,37,0,54
10986,544,25,0,98
10987,1793,86,0,0
10988,1722,680,330,21
10989,996,220,155,7
10990,1436,127,101,0
10991,805,149,119,0
10992,2141,237,79,0
10993,1219,29,44,0
10994,1221,165,0,31
10995,2347,219,40,46
10996,1620,217,54,197
10997,1361,35,0,0
10998,1095,10,0,0
10999,675,131,72,0
11000,866,71,7,0
11001,2083,538,174,15
11002,1184,529,194,0
11003,730,0,0,25
11004,1403,231,166,4
11005,1750,282,79,16
11006,1457,78,19,5
11007,1219,8,5,75
11008,1093,50,5,123
11009,1013,161,66,13
11010,796,58,6,10
11011,43,0,0,0
11012,1226,107,85,0
11013,3337,413,321,353
11014,1715,408,124,376
11015,1827,297,119,76
11016,1166,197,200,387
11017,1092,215,53,763
11018,2409,322,59,357
11019,1896,334,73,411
11020,2390,121,299,101
11021,882,767,80,159
11022,820,401,265,0
11023,839,205,121,0
11024,782,625,151,42
11025,466,568,79,58
11026,951,41,7,346
11027,1980,110,66,121
11028,903,82,3,127
11029,1164,213,136,33
11030,1310,353,103,0
11031,469,266,68,0
11032,409,564,248,28
11033,919,325,70,0
11034,2967,139,0,185
11035,1921,152,95,129
11036,924,98,9,111
11037,539,371,279,0
11038,523,295,150,15
11039,736,1480,49,0
11040,539,1585,372,0
11041,259,724,185,0
11042,381,1117,36,0
11043,657,332,432,0
11044,729,915,108,0
11045,431,358,115,0
11046,1067,192,0,17
11047,940,666,429,0
11048,1434,504,835,27
11049,976,367,161,6
11050,620,522,479,0
11051,654,163,4,5
11052,1398,109,19,39
11053,1332,547,6,106
11054,1667,264,79,0
11055,1206,87,9,7
11056,1256,238,47,27
11057,2776,282,194,0
11058,2064,139,0,396
11059,1936,678,115,38
11060,947,338,194,0
11061,1326,322,236,0
11062,1058,251,123,25
11063,1904,49,0,71
11064,1422,95,29,196
11065,869,65,25,0
11066,829,284,447,0
11067,1190,165,325,17
11068,1716,661,871,0
11069,1261,128,0,59
11070,1884,100,11,12
11071,1326,109,0,394
11072,1362,142,0,349
11073,1532,40,0,79
11074,1379,109,16,36
11075,1327,146,48,102
11076,769,50,5,29
11077,1633,167,92,0
11078,902,446,339,9
11079,1132,162,96,0
11080,1669,21,0,0
11081,1029,276,54,0
11082,582,576,409,30
11083,1155,531,68,123
11084,1560,227,157,90
11085,902,298,13,0
11086,1201,532,44,9
11087,1824,62,175,0
11088,1448,405,66,0
11089,538,186,6,205
11090,2616,202,0,82
11091,973,248,82,30
11092,1892,285,0,33
11093,575,223,33,0
11094,515,637,115,13
11095,911,194,55,179
11096,1245,184,67,0
11097,944,542,18,0
11098,1062,521,308,124
11099,1242,125,23,0
11100,2144,113,9,10
11101,1329,530,314,10
11102,1952,126,0,0
11103,1413,248,18,0
11104,1588,25,8,9
11105,1936,34,206,0
11106,1957,615,388,0
11107,1255,47,0,0
11108,2758,247,3,11
11109,1345,234,161,0
11110,50,574,221,0
11111,118,734,375,0
11112,150,409,265,0
11113,59,724,440,0
11114,882,999,552,11
11115,2589,185,163,447
11116,1076,184,13,194
11117,771,78,10,73
11118,900,477,70,61
11119,614,366,96,85
11120,1907,127,0,196
11121,1410,849,286,370
11122,1447,161,29,384
11123,1278,292,24,168
11124,1767,106,31,74
11125,2295,118,31,61
11126,0,0,0,0
11127,1903,43,5,439
11128,1935,218,0,412
11129,556,364,189,39
11130,1354,41,0,245
11131,1616,199,101,465
11132,1819,107,0,732
11133,1866,116,0,446
11134,1111,20,12,612
11135,1006,318,129,266
11136,1519,31,0,456
11137,1036,61,0,403
11138,490,417,105,19
11139,1839,31,0,484
11140,1726,163,64,408
11141,927,645,132,0
11142,492,332,212,9
11143,904,243,0,0
11144,639,328,212,0
11145,1671,63,67,878
11146,1264,39,28,790
11147,1468,132,0,292
11148,587,46,53,14
11149,932,45,0,409
11150,1962,462,8,645
11151,705,560,318,23
11152,914,459,21,15
11153,1482,363,10,0
11154,1045,715,254,79
11155,1375,407,10,8
11156,0,0,0,0
11157,2286,146,4,305
11158,897,106,0,181
11159,1795,488,51,68
11160,1798,207,32,347
11161,2023,114,15,609
11162,1391,68,41,350
11163,1041,21,0,187
11164,1746,246,0,392
11165,1576,175,79,362
11166,571,521,70,0
11167,769,653,59,0
11168,514,680,396,0
11169,294,88,5,0
11170,7,32,0,0
11171,1956,289,18,534
11172,1559,97,1,295
11173,1360,143,22,631
11174,1571,46,32,0
11175,2224,293,295,73
11176,1751,142,0,0
11177,1173,81,22,0
11178,1999,94,94,0
11179,1413,71,12,49
11180,767,442,69,0
11181,1332,36,9,4
11182,3080,141,16,0
11183,1592,96,26,0
11184,1687,71,0,26
11185,2038,423,43,62
11186,1179,204,0,0
11187,1696,218,130,0
11188,1868,379,222,0
11189,1730,222,59,0
11190,1606,257,29,0
11191,2011,820,218,52
11192,1456,446,96,0
11193,13,78,3515,0
11194,295,672,55,0
11195,408,1006,8,0
11196,374,776,36,0
11197,185,1300,1601,0
11198,496,520,11,0
11199,309,682,0,31
11200,582,539,305,0
11201,361,770,36,0
11202,536,334,17,0
11203,372,347,201,18
11204,21,171,603,0
11205,193,327,0,12
11206,157,360,216,0
11207,277,326,107,0
11208,27,107,3091,0
11209,260,302,121,5
11210,138,714,106,0
11211,191,222,38,0
11212,32,298,174,0
11213,188,294,8,0
11214,52,369,663,0
11215,324,315,28,0
11216,214,840,40,0
11217,0,0,0,0
11218,199,562,60,0
11219,48,390,85,0
11220,167,515,73,0
11221,97,213,104,0
11222,297,956,23,0
11223,33,115,931,0
11224,253,747,10,5
11225,72,323,1180,0
11226,83,459,1323,0
11227,4,0,0,0
11228,100,255,390,0
11229,87,687,25,7
11230,112,1117,1322,0
11231,768,1013,16,0
11232,37,206,161,0
11233,98,684,1119,0
11234,947,1213,39,0
11235,164,1025,710,0
11236,109,1593,1251,0
11237,85,983,1873,0
11238,163,2512,36,0
11239,178,1338,1237,0
11240,27,702,1130,0
11241,98,1337,516,0
11242,93,1177,911,0
11243,104,905,884,0
11244,150,376,1716,0
11245,54,428,1761,0
11246,106,317,253,0
11247,129,816,396,0
11248,56,280,168,0
11249,110,586,597,0
11250,48,265,73,0
11251,439,554,0,0
11252,25,159,1427,19
11253,649,486,120,0
11254,66,562,720,24
11255,361,578,23,0
11256,45,963,71,0
11257,561,394,6,0
11258,264,1090,318,0
11259,226,518,79,0
11260,0,0,0,0
11261,589,384,10,0
11262,178,726,167,0
11263,448,326,0,0
11264,179,1041,797,0
11265,460,473,89,0
11266,64,1368,316,0
11267,265,560,66,0
11268,0,0,0,0
11269,293,543,33,0
11270,269,543,50,0
11271,325,691,294,0
11272,164,594,0,0
11273,193,633,1134,0
11274,44,337,5,0
11275,123,648,439,0
11276,179,406,55,6
11277,277,1153,337,0
11278,205,532,14,0
11279,88,579,138,0
